doc_freq,posting_ptr,term_ptr,term_length
26,1490136,143175,2
2,1490344,143177,2
2,1490360,143179,2
1,1490376,143181,4
3,1490384,143185,3
1,1490408,143188,4
52,1490416,143192,3
2,1490832,143195,2
40,1490848,143197,2
3,1491168,143199,4
2,1491192,143203,4
1,1491208,143207,3
47,1491216,143210,2
4,1491592,143212,2
2,1491624,143214,2
5,1491640,143216,2
69,1491680,143218,2
3,1492232,143220,2
59,1492256,143222,2
2,1492728,143224,4
8,1492744,143228,3
8,1492808,143231,4
16,1492872,143235,4
1,1493000,143239,4
1,1493008,143243,4
1,1493016,143247,4
1,1493024,143251,4
2,1493032,143255,2
2,1493048,143257,2
1,1493064,143259,4
2,1493072,143263,3
3,1493088,143266,4
1,1493112,143270,2
29,1493120,143272,2
1,1493352,143274,4
1,1493360,143278,2
2,1493368,143280,2
1,1493384,143282,3
2,1493392,143285,2
8,1493408,143287,4
2,1493472,143291,2
212,1493488,143293,2
6,1495184,143295,2
4,1495232,143297,3
1,1495264,143300,2
2,1495272,143302,3
24,1495288,143305,2
1,1495480,143307,4
5,1495488,143311,4
1,1495528,143315,2
2,1495536,143317,2
1,1495552,143319,3
45,1495560,143322,2
1,1495920,143324,2
10,1495928,143326,2
1,1496008,143328,3
1,1496016,143331,4
38,1496024,143335,2
3,1496328,143337,3
1,1496352,143340,3
1,1496360,143343,3
3,1496368,143346,3
1,1496392,143349,2
81,1496400,143351,2
1,1497048,143353,4
8,1497056,143357,4
19,1497120,143361,3
2,1497272,143364,2
41,1497288,143366,2
1,1497616,143368,4
3,1497624,143372,2
6,1497648,143374,2
3,1497696,143376,2
1,1497720,143378,4
27,1497728,143382,4
1,1497944,143386,4
1,1497952,143390,2
28,1497960,143392,2
3,1498184,143394,2
1,1498208,143396,4
1,1498216,143400,2
2,1498224,143402,4
1,1498240,143406,2
1,1498248,143408,4
1,1498256,143412,2
2,1498264,143414,2
1,1498280,143416,2
21,1498288,143418,2
1,1498456,143420,3
1,1498464,143423,2
1,1498472,143425,3
28,1498480,143428,3
15,1498704,143431,3
1,1498824,143434,4
1,1498832,143438,4
1,1498840,143442,3
5,1498848,143445,2
3,1498888,143447,2
2,1498912,143449,3
1,1498928,143452,4
50,1498936,143456,3
6,1499336,143459,4
1,1499384,143463,2
5,1499392,143465,2
9,1499432,143467,2
81,1499504,143469,2
6,1500152,143471,4
138,1500200,143475,2
1,1501304,143477,3
1,1501312,143480,4
7,1501320,143484,2
12,1501376,143486,2
4,1501472,143488,2
1,1501504,143490,3
1,1501512,143493,2
69,1501520,143495,2
1,1502072,143497,3
1,1502080,143500,2
3,1502088,143502,3
1,1502112,143505,6
2,1502120,143511,2
1,1502136,143513,4
1,1502144,143517,4
6,1502152,143521,2
7,1502200,143523,2
11,1502256,143525,2
2,1502344,143527,2
4,1502360,143529,2
8,1502392,143531,2
2,1502456,143533,2
9,1502472,143535,2
2,1502544,143537,4
4,1502560,143541,2
1,1502592,143543,7
2,1502600,143550,4
2,1502616,143554,4
4,1502632,143558,2
1,1502664,143560,4
7,1502672,143564,2
1,1502728,143566,2
4,1502736,143568,2
16,1502768,143570,3
1,1502896,143573,4
2,1502904,143577,3
8,1502920,143580,2
1,1502984,143582,3
61,1502992,143585,3
3,1503480,143588,4
1,1503504,143592,2
1,1503512,143594,4
143,1503520,143598,2
1,1504664,143600,2
1,1504672,143602,2
3,1504680,143604,2
1,1504704,143606,4
2,1504712,143610,2
1,1504728,143612,2
18,1504736,143614,2
1,1504880,143616,3
4,1504888,143619,2
2,1504920,143621,2
22,1504936,143623,2
1,1505112,143625,2
59,1505120,143627,2
3,1505592,143629,3
5,1505616,143632,3
1,1505656,143635,2
1,1505664,143637,2
15,1505672,143639,4
1,1505792,143643,4
1,1505800,143647,3
151,1505808,143650,2
1,1507016,143652,4
1,1507024,143656,3
1,1507032,143659,2
20,1507040,143661,2
9,1507200,143663,4
61,1507272,143667,4
1,1507760,143671,4
4,1507768,143675,4
1,1507800,143679,4
3,1507808,143683,4
1,1507832,143687,2
1,1507840,143689,3
10,1507848,143692,2
1,1507928,143694,4
2,1507936,143698,4
1,1507952,143702,3
1,1507960,143705,2
1,1507968,143707,3
10,1507976,143710,3
1,1508056,143713,4
7,1508064,143717,2
9,1508120,143719,2
1,1508192,143721,3
17,1508200,143724,2
1,1508336,143726,3
1,1508344,143729,3
554,1508352,143732,2
3,1512784,143734,3
1,1512808,143737,4
1,1512816,143741,2
1,1512824,143743,3
1,1512832,143746,2
2,1512840,143748,2
1,1512856,143750,4
1,1512864,143754,2
1,1512872,143756,4
2,1512880,143760,2
1,1512896,143762,3
7,1512904,143765,2
62,1512960,143767,2
109,1513456,143769,2
1,1514328,143771,3
2,1514336,143774,3
1,1514352,143777,2
2,1514360,143779,2
1,1514376,143781,4
1,1514384,143785,3
15,1514392,143788,4
3,1514512,143792,4
25,1514536,143796,2
3,1514736,143798,2
7,1514760,143800,2
3,1514816,143802,4
1,1514840,143806,4
27,1514848,143810,2
200,1515064,143812,2
17,1516664,143814,2
1,1516800,143816,2
2,1516808,143818,2
2,1516824,143820,4
2,1516840,143824,4
2,1516856,143828,2
7,1516872,143830,2
1,1516928,143832,4
1,1516936,143836,2
9,1516944,143838,2
61,1517016,143840,4
1,1517504,143844,2
4,1517512,143846,2
1,1517544,143848,3
1,1517552,143851,2
1,1517560,143853,3
3,1517568,143856,2
1,1517592,143858,2
1,1517600,143860,2
1,1517608,143862,2
2,1517616,143864,2
1,1517632,143866,2
103,1517640,143868,2
894,1518464,143870,2
1,1525616,143872,3
2,1525624,143875,2
1,1525640,143877,4
1,1525648,143881,2
36,1525656,143883,2
20,1525944,143885,2
3,1526104,143887,4
1,1526128,143891,3
53,1526136,143894,2
1,1526560,143896,4
1,1526568,143900,4
1,1526576,143904,4
3,1526584,143908,4
5,1526608,143912,4
68,1526648,143916,3
1,1527192,143919,3
1,1527200,143922,4
1,1527208,143926,2
1,1527216,143928,4
1,1527224,143932,2
1,1527232,143934,2
1,1527240,143936,4
4,1527248,143940,2
1,1527280,143942,2
11,1527288,143944,1
2,1527376,143945,2
1,1527392,143947,2
3,1527400,143949,2
1,1527424,143951,3
11,1527432,143954,2
4,1527520,143956,2
1,1527552,143958,2
3,1527560,143960,2
75,1527584,143962,2
1,1528184,143964,1
76,1528192,143965,2
1,1528800,143967,4
7,1528808,143971,3
51,1528864,143974,3
17,1529272,143977,2
9,1529408,143979,2
1,1529480,143981,4
4,1529488,143985,2
53,1529520,143987,2
1,1529944,143989,2
1,1529952,143991,2
3,1529960,143993,2
1,1529984,143995,2
11,1529992,143997,2
1,1530080,143999,2
18,1530088,144001,2
8,1530232,144003,2
1,1530296,144005,2
1,1530304,144007,2
5,1530312,144009,2
1,1530352,144011,2
1,1530360,144013,2
4,1530368,144015,2
1,1530400,144017,2
1,1530408,144019,1
21,1530416,144020,2
5,1530584,144022,2
2,1530624,144024,2
11,1530640,144026,2
2,1530728,144028,2
1,1530744,144030,2
1,1530752,144032,2
1,1530760,144034,4
1,1530768,144038,2
568,1530776,144040,2
2,1535320,144042,4
2,1535336,144046,4
19,1535352,144050,4
19,1535504,144054,3
5,1535656,144057,2
1,1535696,144059,3
102,1535704,144062,2
1,1536520,144064,3
2,1536528,144067,2
2,1536544,144069,2
1,1536560,144071,2
8,1536568,144073,2
2,1536632,144075,4
3,1536648,144079,1
1,1536672,144080,2
1,1536680,144082,2
3,1536688,144084,2
4,1536712,144086,1
1,1536744,144087,1
25,1536752,144088,4
1,1536952,144092,2
4,1536960,144094,2
1,1536992,144096,2
1,1537000,144098,2
1,1537008,144100,2
1,1537016,144102,3
38,1537024,144105,2
2,1537328,144107,2
10,1537344,144109,1
221,1537424,144110,2
119,1539192,144112,2
19,1540144,144114,2
28,1540296,144116,4
1,1540520,144120,2
14,1540528,144122,2
41,1540640,144124,2
53,1540968,144126,3
1,1541392,144129,2
10,1541400,144131,2
8,1541480,144133,3
1,1541544,144136,3
1,1541552,144139,3
1,1541560,144142,2
1,1541568,144144,2
5,1541576,144146,2
1,1541616,144148,2
2,1541624,144150,2
3,1541640,144152,4
7,1541664,144156,4
1,1541720,144160,2
153,1541728,144162,2
2,1542952,144164,4
1,1542968,144168,3
1,1542976,144171,4
1,1542984,144175,4
3,1542992,144179,2
7,1543016,144181,2
15,1543072,144183,2
79,1543192,144185,2
1,1543824,144187,2
1,1543832,144189,3
1,1543840,144192,2
4,1543848,144194,2
1,1543880,144196,2
1,1543888,144198,2
1,1543896,144200,2
269,1543904,144202,2
1,1546056,144204,3
1,1546064,144207,2
3,1546072,144209,4
2,1546096,144213,2
7,1546112,144215,1
22,1546168,144216,4
1,1546344,144220,2
1,1546352,144222,2
1,1546360,144224,2
1,1546368,144226,2
8,1546376,144228,1
5,1546440,144229,2
4,1546480,144231,2
1,1546512,144233,2
1,1546520,144235,2
5,1546528,144237,2
12,1546568,144239,1
99,1546664,144240,2
2,1547456,144242,2
3,1547472,144244,2
1,1547496,144246,2
1,1547504,144248,2
1,1547512,144250,3
1,1547520,144253,2
1,1547528,144255,2
1,1547536,144257,2
1,1547544,144259,2
1,1547552,144261,2
1,1547560,144263,3
1,1547568,144266,3
2,1547576,144269,2
5,1547592,144271,2
1,1547632,144273,3
1,1547640,144276,2
1,1547648,144278,3
1,1547656,144281,2
1,1547664,144283,2
1,1547672,144285,2
1,1547680,144287,2
1,1547688,144289,4
8,1547696,144293,4
67,1547760,144297,2
74,1548296,144299,4
3,1548888,144303,2
2,1548912,144305,2
1,1548928,144307,2
2,1548936,144309,2
17,1548952,144311,2
19,1549088,144313,4
1,1549240,144317,4
133,1549248,144321,2
1,1550312,144323,3
3,1550320,144326,2
2,1550344,144328,2
1,1550360,144330,2
12,1550368,144332,2
1,1550464,144334,2
1,1550472,144336,2
1,1550480,144338,2
1,1550488,144340,2
3,1550496,144342,3
3,1550520,144345,4
1,1550544,144349,4
1,1550552,144353,2
1,1550560,144355,2
1,1550568,144357,2
1,1550576,144359,3
1,1550584,144362,2
2,1550592,144364,2
2,1550608,144366,3
1,1550624,144369,2
1,1550632,144371,2
72,1550640,144373,2
10,1551216,144375,2
1,1551296,144377,2
1,1551304,144379,2
1,1551312,144381,2
1,1551320,144383,3
5,1551328,144386,2
7,1551368,144388,1
2,1551424,144389,2
2,1551440,144391,3
1,1551456,144394,2
1,1551464,144396,3
13,1551472,144399,2
1,1551576,144401,3
1,1551584,144404,2
50,1551592,144406,2
52,1551992,144408,2
1,1552408,144410,2
43,1552416,144412,2
31,1552760,144414,2
1,1553008,144416,3
1,1553016,144419,2
1,1553024,144421,3
1,1553032,144424,2
2,1553040,144426,1
1,1553056,144427,2
4,1553064,144429,2
1,1553096,144431,2
1,1553104,144433,3
12,1553112,144436,2
1,1553208,144438,2
1,1553216,144440,4
1,1553224,144444,1
455,1553232,144445,2
4,1556872,144447,4
11,1556904,144451,4
1,1556992,144455,4
1,1557000,144459,4
2,1557008,144463,4
6,1557024,144467,2
1,1557072,144469,3
1,1557080,144472,2
1,1557088,144474,2
1,1557096,144476,2
26,1557104,144478,2
1,1557312,144480,2
1,1557320,144482,3
7,1557328,144485,2
19,1557384,144487,1
1,1557536,144488,3
42,1557544,144491,2
686,1557880,144493,1
26,1563368,144494,3
8,1563576,144497,2
1,1563640,144499,4
1,1563648,144503,3
1,1563656,144506,4
1,1563664,144510,2
3,1563672,144512,2
22,1563696,144514,4
1,1563872,144518,2
1,1563880,144520,2
2,1563888,144522,2
1,1563904,144524,4
10,1563912,144528,3
36,1563992,144531,2
14,1564280,144533,2
1,1564392,144535,2
1,1564400,144537,2
110,1564408,144539,2
72,1565288,144541,7
1,1565864,144548,4
19,1565872,144552,4
1,1566024,144556,4
2,1566032,144560,3
1,1566048,144563,2
1,1566056,144565,2
1,1566064,144567,2
1,1566072,144569,2
1,1566080,144571,4
604,1566088,144575,2
1,1570920,144577,7
4,1570928,144584,3
55,1570960,144587,4
1,1571400,144591,4
38,1571408,144595,3
3,1571712,144598,4
45,1571736,144602,7
1,1572096,144609,4
266,1572104,144613,4
354,1574232,144617,2
1,1577064,144619,3
30,1577072,144622,3
11,1577312,144625,4
34,1577400,144629,4
1,1577672,144633,3
1,1577680,144636,3
3,1577688,144639,2
74,1577712,144641,2
1,1578304,144643,4
2,1578312,144647,5
1,1578328,144652,2
1,1578336,144654,2
2,1578344,144656,3
28,1578360,144659,2
6,1578584,144661,3
5,1578632,144664,2
1,1578672,144666,3
1,1578680,144669,2
1,1578688,144671,2
6,1578696,144673,2
1,1578744,144675,4
1,1578752,144679,3
6,1578760,144682,2
1,1578808,144684,4
6,1578816,144688,2
1,1578864,144690,4
1,1578872,144694,2
55,1578880,144696,2
5,1579320,144698,3
1,1579360,144701,3
7,1579368,144704,4
2,1579424,144708,4
1,1579440,144712,2
6,1579448,144714,2
100,1579496,144716,2
31,1580296,144718,2
1,1580544,144720,4
1,1580552,144724,4
5,1580560,144728,2
1,1580600,144730,2
2,1580608,144732,3
65,1580624,144735,2
1,1581144,144737,2
1,1581152,144739,2
1,1581160,144741,3
382,1581168,144744,2
3,1584224,144746,3
3,1584248,144749,3
1,1584272,144752,3
1,1584280,144755,4
5,1584288,144759,2
27,1584328,144761,2
1,1584544,144763,4
1,1584552,144767,2
8,1584560,144769,2
1,1584624,144771,3
1,1584632,144774,2
3,1584640,144776,2
1,1584664,144778,2
1,1584672,144780,3
8,1584680,144783,2
12,1584744,144785,2
1,1584840,144787,4
7,1584848,144791,2
1,1584904,144793,4
1,1584912,144797,2
1,1584920,144799,4
5,1584928,144803,3
1,1584968,144806,2
1,1584976,144808,4
1,1584984,144812,2
38,1584992,144814,2
1,1585296,144816,2
2,1585304,144818,2
32,1585320,144820,2
14,1585576,144822,2
1,1585688,144824,2
1,1585696,144826,2
1,1585704,144828,4
1,1585712,144832,3
8,1585720,144835,2
1,1585784,144837,2
8,1585792,144839,4
2,1585856,144843,4
13,1585872,144847,3
2,1585976,144850,2
2,1585992,144852,4
1,1586008,144856,4
1,1586016,144860,2
1,1586024,144862,2
2,1586032,144864,2
1,1586048,144866,2
7,1586056,144868,4
12,1586112,144872,2
1,1586208,144874,2
2,1586216,144876,2
1,1586232,144878,2
1,1586240,144880,2
2,1586248,144882,2
1,1586264,144884,2
2,1586272,144886,2
1,1586288,144888,2
8,1586296,144890,2
1,1586360,144892,2
1,1586368,144894,2
1,1586376,144896,2
7,1586384,144898,2
3,1586440,144900,4
5,1586464,144904,2
1,1586504,144906,2
1,1586512,144908,2
1,1586520,144910,4
2,1586528,144914,2
1,1586544,144916,1
3,1586552,144917,2
6,1586576,144919,2
1,1586624,144921,2
2,1586632,144923,2
2,1586648,144925,4
4,1586664,144929,2
1,1586696,144931,4
4,1586704,144935,1
1,1586736,144936,3
2,1586744,144939,2
1,1586760,144941,2
16,1586768,144943,1
1,1586896,144944,3
5,1586904,144947,2
3,1586944,144949,2
2,1586968,144951,3
14,1586984,144954,2
22,1587096,144956,3
3,1587272,144959,4
19,1587296,144963,3
1,1587448,144966,4
2,1587456,144970,2
3,1587472,144972,3
1,1587496,144975,2
1,1587504,144977,4
13,1587512,144981,2
2,1587616,144983,2
7,1587632,144985,2
1,1587688,144987,4
1,1587696,144991,4
1,1587704,144995,2
1,1587712,144997,2
10,1587720,144999,2
4,1587800,145001,2
1,1587832,145003,2
2,1587840,145005,4
1,1587856,145009,2
1,1587864,145011,2
7,1587872,145013,2
2,1587928,145015,1
62,1587944,145016,2
1,1588440,145018,4
1,1588448,145022,2
7,1588456,145024,3
1,1588512,145027,3
1,1588520,145030,2
1,1588528,145032,2
1,1588536,145034,2
1,1588544,145036,2
4,1588552,145038,2
4,1588584,145040,2
1,1588616,145042,2
1,1588624,145044,2
58,1588632,145046,3
2,1589096,145049,2
1,1589112,145051,2
57,1589120,145053,2
1,1589576,145055,3
90,1589584,145058,2
2,1590304,145060,2
1,1590320,145062,2
12,1590328,145064,2
1,1590424,145066,3
9,1590432,145069,2
1,1590504,145071,2
3,1590512,145073,2
1,1590536,145075,4
48,1590544,145079,2
1,1590928,145081,2
1,1590936,145083,2
70,1590944,145085,2
11,1591504,145087,3
9,1591592,145090,3
32,1591664,145093,1
1,1591920,145094,2
7,1591928,145096,2
1,1591984,145098,2
1,1591992,145100,2
1,1592000,145102,2
1,1592008,145104,2
2,1592016,145106,2
4,1592032,145108,2
2,1592064,145110,3
1,1592080,145113,2
1,1592088,145115,2
36,1592096,145117,1
1,1592384,145118,4
602,1592392,145122,2
5,1597208,145124,2
1,1597248,145126,2
1,1597256,145128,2
21,1597264,145130,2
3,1597432,145132,4
7,1597456,145136,4
2,1597512,145140,2
212,1597528,145142,1
12,1599224,145143,2
1,1599320,145145,2
3,1599328,145147,3
1,1599352,145150,2
1,1599360,145152,2
1,1599368,145154,3
1,1599376,145157,2
24,1599384,145159,2
3,1599576,145161,2
5,1599600,145163,2
52,1599640,145165,2
7,1600056,145167,2
3,1600112,145169,1
8,1600136,145170,2
3,1600200,145172,2
3,1600224,145174,2
2,1600248,145176,2
1,1600264,145178,4
9,1600272,145182,2
1,1600344,145184,2
1,1600352,145186,2
5,1600360,145188,2
1,1600400,145190,2
5,1600408,145192,2
1,1600448,145194,2
6,1600456,145196,2
1,1600504,145198,2
1,1600512,145200,3
1,1600520,145203,2
7,1600528,145205,2
189,1600584,145207,2
3,1602096,145209,2
1,1602120,145211,2
1,1602128,145213,2
1,1602136,145215,2
1,1602144,145217,2
3,1602152,145219,2
420,1602176,145221,2
1,1605536,145223,3
1,1605544,145226,2
1,1605552,145228,2
1,1605560,145230,2
80,1605568,145232,2
1,1606208,145234,2
1,1606216,145236,2
11,1606224,145238,2
1,1606312,145240,2
5,1606320,145242,2
3,1606360,145244,2
1,1606384,145246,3
16,1606392,145249,2
1,1606520,145251,2
21,1606528,145253,2
8,1606696,145255,2
162,1606760,145257,2
6,1608056,145259,2
1,1608104,145261,2
41,1608112,145263,3
1,1608440,145266,2
1,1608448,145268,2
2,1608456,145270,2
2,1608472,145272,3
1,1608488,145275,2
1,1608496,145277,2
31,1608504,145279,2
34,1608752,145281,2
1,1609024,145283,2
1,1609032,145285,2
3,1609040,145287,2
1,1609064,145289,2
1,1609072,145291,2
5,1609080,145293,2
1,1609120,145295,2
1,1609128,145297,2
24,1609136,145299,2
4,1609328,145301,2
2,1609360,145303,2
1,1609376,145305,2
1,1609384,145307,2
4,1609392,145309,2
3,1609424,145311,2
13,1609448,145313,2
1,1609552,145315,2
13,1609560,145317,2
3,1609664,145319,2
3,1609688,145321,2
1,1609712,145323,2
1,1609720,145325,2
1,1609728,145327,2
59,1609736,145329,2
2,1610208,145331,2
29,1610224,145333,2
1,1610456,145335,2
11,1610464,145337,2
1,1610552,145339,2
1,1610560,145341,2
1,1610568,145343,2
1,1610576,145345,2
2,1610584,145347,2
1,1610600,145349,2
1,1610608,145351,3
1,1610616,145354,2
84,1610624,145356,2
21,1611296,145358,2
1,1611464,145360,2
3,1611472,145362,2
5,1611496,145364,2
1,1611536,145366,2
2,1611544,145368,2
1,1611560,145370,2
5,1611568,145372,2
2,1611608,145374,2
1,1611624,145376,2
1,1611632,145378,2
2,1611640,145380,2
16,1611656,145382,2
1,1611784,145384,2
1,1611792,145386,2
1,1611800,145388,2
26,1611808,145390,2
1,1612016,145392,2
9,1612024,145394,2
1,1612096,145396,2
1,1612104,145398,2
6,1612112,145400,2
1,1612160,145402,2
20,1612168,145404,2
1,1612328,145406,2
30,1612336,145408,1
1,1612576,145409,3
47,1612584,145412,3
3,1612960,145415,4
1,1612984,145419,2
1,1612992,145421,2
1,1613000,145423,4
1,1613008,145427,3
54,1613016,145430,3
1,1613448,145433,2
6,1613456,145435,2
2,1613504,145437,2
4,1613520,145439,3
3,1613552,145442,2
3,1613576,145444,4
1,1613600,145448,2
11,1613608,145450,3
1,1613696,145453,2
1,1613704,145455,2
2,1613712,145457,2
1,1613728,145459,2
4,1613736,145461,2
2,1613768,145463,2
1,1613784,145465,2
1,1613792,145467,2
1,1613800,145469,2
2,1613808,145471,2
1,1613824,145473,2
11,1613832,145475,2
2,1613920,145477,4
133,1613936,145481,1
17,1615000,145482,2
1,1615136,145484,2
14,1615144,145486,2
3,1615256,145488,3
1,1615280,145491,3
1,1615288,145494,2
1,1615296,145496,2
2,1615304,145498,2
1,1615320,145500,4
1,1615328,145504,3
3,1615336,145507,2
1,1615360,145509,2
1,1615368,145511,2
1,1615376,145513,3
4,1615384,145516,4
1,1615416,145520,2
1,1615424,145522,2
1,1615432,145524,2
1,1615440,145526,4
4,1615448,145530,2
21,1615480,145532,2
1,1615648,145534,4
1,1615656,145538,2
3,1615664,145540,2
9,1615688,145542,2
8,1615760,145544,2
1,1615824,145546,2
43,1615832,145548,2
25,1616176,145550,1
1,1616376,145551,3
1,1616384,145554,2
10,1616392,145556,2
3,1616472,145558,3
2,1616496,145561,5
1,1616512,145566,2
2,1616520,145568,3
1,1616536,145571,2
2,1616544,145573,2
4,1616560,145575,2
1,1616592,145577,4
9,1616600,145581,2
1,1616672,145583,3
1,1616680,145586,3
1,1616688,145589,2
5,1616696,145591,2
1,1616736,145593,3
4,1616744,145596,3
1,1616776,145599,4
1,1616784,145603,4
27,1616792,145607,2
4,1617008,145609,2
4,1617040,145611,2
13,1617072,145613,3
1,1617176,145616,3
2,1617184,145619,2
2,1617200,145621,1
2,1617216,145622,2
14,1617232,145624,2
1,1617344,145626,2
219,1617352,145628,2
4,1619104,145630,2
1,1619136,145632,2
2,1619144,145634,2
1,1619160,145636,2
10,1619168,145638,1
7,1619248,145639,3
1,1619304,145642,1
11,1619312,145643,1
1,1619400,145644,3
1,1619408,145647,2
2,1619416,145649,2
1,1619432,145651,2
1,1619440,145653,2
1,1619448,145655,2
1,1619456,145657,2
82,1619464,145659,4
2,1620120,145663,2
1,1620136,145665,2
1,1620144,145667,2
1,1620152,145669,2
3,1620160,145671,2
1,1620184,145673,3
1,1620192,145676,2
2,1620200,145678,2
1,1620216,145680,2
5,1620224,145682,2
1,1620264,145684,2
2,1620272,145686,2
5,1620288,145688,2
1,1620328,145690,2
1,1620336,145692,4
1,1620344,145696,3
1,1620352,145699,2
1,1620360,145701,3
1,1620368,145704,2
4,1620376,145706,2
2,1620408,145708,2
1,1620424,145710,3
1,1620432,145713,2
2,1620440,145715,2
358,1620456,145717,2
6,1623320,145719,2
77,1623368,145721,2
1,1623984,145723,2
13,1623992,145725,2
7,1624096,145727,3
1,1624152,145730,2
1,1624160,145732,2
1,1624168,145734,2
2,1624176,145736,1
11,1624192,145737,2
20,1624280,145739,2
1,1624440,145741,3
2,1624448,145744,4
2,1624464,145748,3
2,1624480,145751,2
6,1624496,145753,2
26,1624544,145755,2
2,1624752,145757,4
11,1624768,145761,2
1,1624856,145763,2
1,1624864,145765,2
132,1624872,145767,1
7,1625928,145768,2
51,1625984,145770,2
1,1626392,145772,2
1,1626400,145774,4
1,1626408,145778,2
1,1626416,145780,2
1,1626424,145782,2
2,1626432,145784,3
10,1626448,145787,2
15,1626528,145789,2
1,1626648,145791,2
5,1626656,145793,2
6,1626696,145795,2
1,1626744,145797,4
1,1626752,145801,2
9,1626760,145803,2
98,1626832,145805,2
1,1627616,145807,2
81,1627624,145809,1
2,1628272,145810,3
1,1628288,145813,3
1,1628296,145816,2
1,1628304,145818,2
1,1628312,145820,2
1,1628320,145822,2
1,1628328,145824,2
1,1628336,145826,3
1,1628344,145829,2
1,1628352,145831,2
1,1628360,145833,2
108,1628368,145835,2
6,1629232,145837,2
76,1629280,145839,4
94,1629888,145843,1
24,1630640,145844,2
3,1630832,145846,4
1,1630856,145850,2
1,1630864,145852,2
2,1630872,145854,3
33,1630888,145857,2
1,1631152,145859,2
1,1631160,145861,2
1,1631168,145863,2
4,1631176,145865,2
2,1631208,145867,2
4,1631224,145869,2
1,1631256,145871,2
2,1631264,145873,2
2,1631280,145875,2
3,1631296,145877,2
197,1631320,145879,2
6,1632896,145881,3
9,1632944,145884,2
1,1633016,145886,2
2,1633024,145888,2
1,1633040,145890,2
1,1633048,145892,2
1,1633056,145894,1
1,1633064,145895,2
2,1633072,145897,2
2,1633088,145899,2
1,1633104,145901,1
5,1633112,145902,1
5,1633152,145903,3
3,1633192,145906,2
15,1633216,145908,3
2,1633336,145911,2
21,1633352,145913,2
1,1633520,145915,4
105,1633528,145919,2
2,1634368,145921,2
1,1634384,145923,2
1,1634392,145925,2
17,1634400,145927,2
9,1634536,145929,2
1,1634608,145931,2
4,1634616,145933,2
1,1634648,145935,2
1,1634656,145937,2
219,1634664,145939,1
1,1636416,145940,4
63,1636424,145944,2
1,1636928,145946,2
152,1636936,145948,2
69,1638152,145950,2
1,1638704,145952,2
34,1638712,145954,2
1,1638984,145956,4
46,1638992,145960,2
33,1639360,145962,2
2,1639624,145964,2
26,1639640,145966,2
1,1639848,145968,5
82,1639856,145973,2
12,1640512,145975,2
2,1640608,145977,2
1,1640624,145979,3
1,1640632,145982,4
225,1640640,145986,1
1,1642440,145987,2
6,1642448,145989,2
1,1642496,145991,2
1,1642504,145993,2
8,1642512,145995,2
1,1642576,145997,3
3,1642584,146000,2
1,1642608,146002,3
1,1642616,146005,3
3,1642624,146008,2
1,1642648,146010,2
1,1642656,146012,2
1,1642664,146014,2
1,1642672,146016,3
1,1642680,146019,3
1,1642688,146022,3
1,1642696,146025,4
2,1642704,146029,4
1,1642720,146033,3
1,1642728,146036,3
5,1642736,146039,3
1,1642776,146042,3
1,1642784,146045,3
2,1642792,146048,4
2,1642808,146052,3
1,1642824,146055,3
1,1642832,146058,4
2,1642840,146062,2
1,1642856,146064,2
1,1642864,146066,2
1,1642872,146068,4
3,1642880,146072,2
2,1642904,146074,2
1,1642920,146076,2
1,1642928,146078,2
1,1642936,146080,2
1,1642944,146082,3
1,1642952,146085,2
1,1642960,146087,2
92,1642968,146089,2
1,1643704,146091,4
39,1643712,146095,2
4,1644024,146097,2
5,1644056,146099,3
1,1644096,146102,2
72,1644104,146104,2
1,1644680,146106,2
2,1644688,146108,2
28,1644704,146110,2
11,1644928,146112,3
130,1645016,146115,2
1,1646056,146117,2
1,1646064,146119,2
1,1646072,146121,4
2,1646080,146125,3
12,1646096,146128,2
1,1646192,146130,2
134,1646200,146132,3
16,1647272,146135,2
65,1647400,146137,2
1,1647920,146139,3
1,1647928,146142,2
1,1647936,146144,3
81,1647944,146147,2
1,1648592,146149,2
5,1648600,146151,4
4,1648640,146155,2
1,1648672,146157,3
3,1648680,146160,2
1,1648704,146162,3
6,1648712,146165,2
4,1648760,146167,3
1,1648792,146170,2
1,1648800,146172,3
1,1648808,146175,4
1,1648816,146179,2
1,1648824,146181,2
2,1648832,146183,3
12,1648848,146186,2
1,1648944,146188,3
1,1648952,146191,2
1,1648960,146193,2
1,1648968,146195,2
1,1648976,146197,2
1,1648984,146199,2
12,1648992,146201,3
1,1649088,146204,3
1,1649096,146207,2
1,1649104,146209,3
5,1649112,146212,1
1,1649152,146213,2
14,1649160,146215,2
13,1649272,146217,1
1,1649376,146218,2
1,1649384,146220,2
4,1649392,146222,2
4,1649424,146224,3
1,1649456,146227,2
1,1649464,146229,2
1,1649472,146231,2
7,1649480,146233,2
1,1649536,146235,2
1,1649544,146237,2
6,1649552,146239,4
1,1649600,146243,2
4,1649608,146245,2
1,1649640,146247,2
16,1649648,146249,2
2,1649776,146251,4
3,1649792,146255,2
1,1649816,146257,2
1,1649824,146259,2
24,1649832,146261,2
1,1650024,146263,2
1,1650032,146265,1
1,1650040,146266,2
1,1650048,146268,2
3,1650056,146270,2
1,1650080,146272,3
7,1650088,146275,2
1,1650144,146277,2
4,1650152,146279,2
7,1650184,146281,3
1,1650240,146284,2
1,1650248,146286,2
1,1650256,146288,2
1,1650264,146290,2
