doc_freq,posting_ptr,term_ptr,term_length
1,1029392,118729,4
1,1029400,118733,7
1,1029408,118740,8
1,1029416,118748,8
14,1029424,118756,5
1,1029536,118761,8
1,1029544,118769,4
1,1029552,118773,7
1,1029560,118780,10
22,1029568,118790,3
1,1029744,118793,7
1,1029752,118800,10
1,1029760,118810,6
8,1029768,118816,9
1,1029832,118825,5
25,1029840,118830,5
6,1030040,118835,11
1,1030088,118846,9
2,1030096,118855,15
1,1030112,118870,9
1,1030120,118879,13
1,1030128,118892,9
1,1030136,118901,16
2,1030144,118917,6
3,1030160,118923,4
1,1030184,118927,8
1,1030192,118935,7
1,1030200,118942,9
1,1030208,118951,6
2,1030216,118957,8
1,1030232,118965,12
7,1030240,118977,5
2,1030296,118982,11
7,1030312,118993,11
1,1030368,119004,12
1,1030376,119016,8
1,1030384,119024,4
1,1030392,119028,6
2,1030400,119034,3
1,1030416,119037,4
1,1030424,119041,6
3,1030432,119047,8
6,1030456,119055,4
2,1030504,119059,4
2,1030520,119063,5
1,1030536,119068,7
6,1030544,119075,5
1,1030592,119080,6
1,1030600,119086,2
10,1030608,119088,3
3,1030688,119091,2
18,1030712,119093,2
1,1030856,119095,6
1,1030864,119101,7
1,1030872,119108,6
1,1030880,119114,4
1,1030888,119118,5
1,1030896,119123,5
14,1030904,119128,5
2,1031016,119133,10
1,1031032,119143,12
1,1031040,119155,13
3,1031048,119168,7
1,1031072,119175,6
1,1031080,119181,12
1,1031088,119193,4
2,1031096,119197,5
2,1031112,119202,11
1,1031128,119213,9
14,1031136,119222,5
1,1031248,119227,4
1,1031256,119231,8
1,1031264,119239,3
10,1031272,119242,4
1,1031352,119246,5
5,1031360,119251,5
1,1031400,119256,5
1,1031408,119261,6
6,1031416,119267,18
2,1031464,119285,4
2,1031480,119289,7
1,1031496,119296,8
1,1031504,119304,5
1,1031512,119309,13
1,1031520,119322,7
3,1031528,119329,3
1,1031552,119332,7
1,1031560,119339,5
1,1031568,119344,10
2,1031576,119354,7
1,1031592,119361,8
3,1031600,119369,3
2,1031624,119372,4
13,1031640,119376,4
1,1031744,119380,6
1,1031752,119386,5
1,1031760,119391,5
1,1031768,119396,3
1,1031776,119399,17
5,1031784,119416,7
1,1031824,119423,13
1,1031832,119436,6
1,1031840,119442,3
19,1031848,119445,2
5,1032000,119447,2
1,1032040,119449,15
3,1032048,119464,2
10,1032072,119466,4
3,1032152,119470,8
1,1032176,119478,17
1,1032184,119495,9
1,1032192,119504,4
1,1032200,119508,6
4,1032208,119514,6
2,1032240,119520,4
5,1032256,119524,3
2,1032296,119527,3
1,1032312,119530,4
1,1032320,119534,6
2,1032328,119540,5
1,1032344,119545,6
2,1032352,119551,3
9,1032368,119554,10
48,1032440,119564,7
3,1032824,119571,3
1,1032848,119574,5
2,1032856,119579,9
1,1032872,119588,10
1,1032880,119598,5
1,1032888,119603,3
164,1032896,119606,2
1,1034208,119608,3
1,1034216,119611,9
3,1034224,119620,2
1,1034248,119622,2
6,1034256,119624,2
1,1034304,119626,6
1,1034312,119632,6
2,1034320,119638,4
1,1034336,119642,7
3,1034344,119649,7
13,1034368,119656,4
1,1034472,119660,4
2,1034480,119664,4
3,1034496,119668,7
1,1034520,119675,6
1,1034528,119681,9
185,1034536,119690,9
2,1036016,119699,6
2,1036032,119705,9
1,1036048,119714,8
39,1036056,119722,4
1,1036368,119726,8
29,1036376,119734,4
4,1036608,119738,10
1,1036640,119748,10
2,1036648,119758,11
2,1036664,119769,7
1,1036680,119776,11
1,1036688,119787,12
20,1036696,119799,10
5,1036856,119809,13
1,1036896,119822,6
80,1036904,119828,5
5,1037544,119833,4
1,1037584,119837,6
187,1037592,119843,8
1,1039088,119851,5
1,1039096,119856,8
2,1039104,119864,4
1,1039120,119868,6
1,1039128,119874,8
1,1039136,119882,6
2,1039144,119888,3
11,1039160,119891,4
1,1039248,119895,7
1,1039256,119902,5
1,1039264,119907,7
1,1039272,119914,6
4,1039280,119920,6
1,1039312,119926,8
6,1039320,119934,5
1,1039368,119939,6
48,1039376,119945,6
1,1039760,119951,10
1,1039768,119961,6
3,1039776,119967,4
2,1039800,119971,3
1,1039816,119974,7
1,1039824,119981,7
1,1039832,119988,8
1,1039840,119996,5
2,1039848,120001,5
6,1039864,120006,5
1,1039912,120011,9
1,1039920,120020,10
1,1039928,120030,9
3,1039936,120039,3
1,1039960,120042,17
1,1039968,120059,6
1,1039976,120065,2
1,1039984,120067,4
1,1039992,120071,12
2,1040000,120083,5
3,1040016,120088,8
13,1040040,120096,4
1,1040144,120100,2
2,1040152,120102,7
1,1040168,120109,6
1,1040176,120115,7
1,1040184,120122,6
1,1040192,120128,3
3,1040200,120131,4
1,1040224,120135,9
15,1040232,120144,4
5,1040352,120148,9
4,1040392,120157,11
2,1040424,120168,4
1,1040440,120172,11
1,1040448,120183,4
97,1040456,120187,8
1,1041232,120195,6
38,1041240,120201,5
27,1041544,120206,8
26,1041760,120214,5
4,1041968,120219,6
1,1042000,120225,8
1,1042008,120233,4
1,1042016,120237,4
1,1042024,120241,7
1,1042032,120248,7
1,1042040,120255,12
1,1042048,120267,6
1,1042056,120273,7
3,1042064,120280,4
1,1042088,120284,5
1,1042096,120289,5
1,1042104,120294,4
1,1042112,120298,4
3,1042120,120302,8
283,1042144,120310,1
11,1044408,120311,2
18,1044496,120313,2
6,1044640,120315,4
3,1044688,120319,4
196,1044712,120323,6
5,1046280,120329,4
1,1046320,120333,6
1,1046328,120339,4
1,1046336,120343,6
5,1046344,120349,3
1,1046384,120352,9
1,1046392,120361,7
3,1046400,120368,3
3,1046424,120371,6
1,1046448,120377,7
3,1046456,120384,8
2,1046480,120392,13
205,1046496,120405,2
1,1048136,120407,5
1,1048144,120412,4
1,1048152,120416,10
3,1048160,120426,8
1,1048184,120434,6
37,1048192,120440,2
1,1048488,120442,6
1,1048496,120448,3
1,1048504,120451,4
1,1048512,120455,4
1,1048520,120459,4
1,1048528,120463,2
1,1048536,120465,3
1,1048544,120468,2
1,1048552,120470,4
1,1048560,120474,2
1,1048568,120476,12
1,1048576,120488,12
58,1048584,120500,8
1,1049048,120508,11
1,1049056,120519,5
1,1049064,120524,4
1,1049072,120528,3
1,1049080,120531,2
1,1049088,120533,5
1,1049096,120538,11
1,1049104,120549,9
13,1049112,120558,11
73,1049216,120569,7
10,1049800,120576,4
2,1049880,120580,6
1,1049896,120586,4
155,1049904,120590,4
237,1051144,120594,7
6,1053040,120601,11
31,1053088,120612,10
109,1053336,120622,10
1,1054208,120632,9
1,1054216,120641,8
2,1054224,120649,6
1,1054240,120655,15
2,1054248,120670,10
404,1054264,120680,2
140,1057496,120682,8
1,1058616,120690,3
1,1058624,120693,9
1,1058632,120702,6
1,1058640,120708,6
3,1058648,120714,13
1,1058672,120727,12
1,1058680,120739,10
2,1058688,120749,11
1,1058704,120760,6
1,1058712,120766,10
1,1058720,120776,15
1,1058728,120791,11
2,1058736,120802,5
1,1058752,120807,8
39,1058760,120815,5
1,1059072,120820,8
1,1059080,120828,11
1,1059088,120839,10
20,1059096,120849,8
4,1059256,120857,3
1,1059288,120860,6
1,1059296,120866,13
1,1059304,120879,13
1,1059312,120892,12
22,1059320,120904,5
1,1059496,120909,8
1,1059504,120917,3
1,1059512,120920,6
1,1059520,120926,8
1,1059528,120934,7
1,1059536,120941,9
3,1059544,120950,11
1,1059568,120961,13
3,1059576,120974,9
1,1059600,120983,8
1,1059608,120991,11
1,1059616,121002,9
1,1059624,121011,12
1,1059632,121023,11
2,1059640,121034,12
1,1059656,121046,8
1,1059664,121054,9
8,1059672,121063,4
1,1059736,121067,11
1,1059744,121078,9
1,1059752,121087,3
9,1059760,121090,4
3,1059832,121094,2
1,1059856,121096,4
1,1059864,121100,4
6,1059872,121104,7
1,1059920,121111,10
1,1059928,121121,5
1,1059936,121126,6
1,1059944,121132,4
4,1059952,121136,6
2,1059984,121142,7
1,1060000,121149,5
1,1060008,121154,11
1,1060016,121165,12
1,1060024,121177,6
59,1060032,121183,2
1,1060504,121185,8
1,1060512,121193,8
1,1060520,121201,7
2,1060528,121208,5
1,1060544,121213,4
1,1060552,121217,6
1,1060560,121223,4
1,1060568,121227,8
35,1060576,121235,2
2,1060856,121237,7
2,1060872,121244,8
9,1060888,121252,5
1,1060960,121257,6
2,1060968,121263,12
1,1060984,121275,4
1,1060992,121279,4
1,1061000,121283,3
6,1061008,121286,1
14,1061056,121287,4
1,1061168,121291,9
1,1061176,121300,7
3,1061184,121307,9
1,1061208,121316,6
4,1061216,121322,6
8,1061248,121328,7
3,1061312,121335,13
7,1061336,121348,7
1,1061392,121355,5
1,1061400,121360,7
1,1061408,121367,13
1,1061416,121380,5
2,1061424,121385,4
1,1061440,121389,4
3,1061448,121393,4
1,1061472,121397,14
1,1061480,121411,14
17,1061488,121425,5
1,1061624,121430,11
1,1061632,121441,12
6,1061640,121453,11
4,1061688,121464,11
1,1061720,121475,11
2,1061728,121486,5
1,1061744,121491,6
6,1061752,121497,4
1,1061800,121501,6
1,1061808,121507,6
4,1061816,121513,3
92,1061848,121516,5
35,1062584,121521,8
4,1062864,121529,5
1,1062896,121534,5
6,1062904,121539,5
1,1062952,121544,12
1,1062960,121556,6
5,1062968,121562,3
6,1063008,121565,4
1,1063056,121569,5
1,1063064,121574,2
1,1063072,121576,3
8,1063080,121579,2
1,1063144,121581,2
9,1063152,121583,4
1,1063224,121587,13
1,1063232,121600,18
3,1063240,121618,16
5,1063264,121634,8
1,1063304,121642,9
3,1063312,121651,3
1,1063336,121654,7
3,1063344,121661,8
1,1063368,121669,15
1,1063376,121684,6
1,1063384,121690,7
2,1063392,121697,5
4,1063408,121702,7
2,1063440,121709,11
1,1063456,121720,5
6,1063464,121725,15
16,1063512,121740,3
3,1063640,121743,6
1,1063664,121749,4
3,1063672,121753,3
1,1063696,121756,4
1,1063704,121760,2
1,1063712,121762,10
1,1063720,121772,4
5,1063728,121776,5
3,1063768,121781,8
1,1063792,121789,12
1,1063800,121801,6
1,1063808,121807,6
9,1063816,121813,3
1,1063888,121816,8
4,1063896,121824,9
1,1063928,121833,8
2,1063936,121841,5
1,1063952,121846,4
6,1063960,121850,3
1,1064008,121853,4
1,1064016,121857,3
1,1064024,121860,2
1,1064032,121862,2
13,1064040,121864,2
1,1064144,121866,6
3,1064152,121872,3
1,1064176,121875,4
2,1064184,121879,5
1,1064200,121884,11
6,1064208,121895,3
2,1064256,121898,8
1,1064272,121906,4
6,1064280,121910,9
17,1064328,121919,4
1,1064464,121923,10
1,1064472,121933,10
1,1064480,121943,7
1,1064488,121950,11
14,1064496,121961,6
13,1064608,121967,10
13,1064712,121977,10
1,1064816,121987,7
1,1064824,121994,7
3,1064832,122001,5
24,1064856,122006,4
1,1065048,122010,5
2,1065056,122015,5
11,1065072,122020,8
11,1065160,122028,5
12,1065248,122033,5
1,1065344,122038,9
1,1065352,122047,5
1,1065360,122052,4
1,1065368,122056,6
4,1065376,122062,6
1,1065408,122068,18
2,1065416,122086,4
1,1065432,122090,6
2,1065440,122096,7
4,1065456,122103,8
2,1065488,122111,3
65,1065504,122114,2
4,1066024,122116,2
2,1066056,122118,3
2,1066072,122121,2
8,1066088,122123,4
8,1066152,122127,7
1,1066216,122134,5
1,1066224,122139,4
4,1066232,122143,7
1,1066264,122150,8
1,1066272,122158,3
10,1066280,122161,5
1,1066360,122166,6
1,1066368,122172,14
1,1066376,122186,8
2,1066384,122194,13
7,1066400,122207,12
6,1066456,122219,5
1,1066504,122224,11
3,1066512,122235,10
3,1066536,122245,8
6,1066560,122253,15
10,1066608,122268,6
2,1066688,122274,4
1,1066704,122278,6
10,1066712,122284,3
4,1066792,122287,4
1,1066824,122291,6
47,1066832,122297,4
1,1067208,122301,6
1,1067216,122307,4
1,1067224,122311,8
4,1067232,122319,4
2,1067264,122323,4
24,1067280,122327,4
10,1067472,122331,8
86,1067552,122339,1
1,1068240,122340,2
10,1068248,122342,2
1,1068328,122344,5
1,1068336,122349,10
5,1068344,122359,3
1,1068384,122362,4
1,1068392,122366,9
1,1068400,122375,11
10,1068408,122386,3
1,1068488,122389,4
1,1068496,122393,6
2,1068504,122399,3
1,1068520,122402,3
7,1068528,122405,5
1,1068584,122410,6
1,1068592,122416,6
1,1068600,122422,4
3,1068608,122426,6
14,1068632,122432,4
1,1068744,122436,11
1,1068752,122447,13
7,1068760,122460,11
1,1068816,122471,10
1,1068824,122481,3
1,1068832,122484,8
3,1068840,122492,7
1,1068864,122499,5
2,1068872,122504,5
2,1068888,122509,6
1,1068904,122515,5
1,1068912,122520,3
3,1068920,122523,4
1,1068944,122527,4
1,1068952,122531,5
6,1068960,122536,5
8,1069008,122541,11
1,1069072,122552,6
18,1069080,122558,10
3,1069224,122568,5
6,1069248,122573,14
1,1069296,122587,6
8,1069304,122593,5
1,1069368,122598,13
1,1069376,122611,7
1,1069384,122618,11
1,1069392,122629,4
1,1069400,122633,6
1,1069408,122639,5
8,1069416,122644,5
1,1069480,122649,8
1,1069488,122657,11
1,1069496,122668,12
2,1069504,122680,11
2,1069520,122691,10
7,1069536,122701,3
1,1069592,122704,4
1,1069600,122708,22
1,1069608,122730,7
1,1069616,122737,4
1,1069624,122741,2
2,1069632,122743,4
1,1069648,122747,7
1,1069656,122754,6
8,1069664,122760,3
6,1069728,122763,5
6,1069776,122768,6
36,1069824,122774,4
1,1070112,122778,6
1,1070120,122784,6
4,1070128,122790,10
2,1070160,122800,4
4,1070176,122804,4
2,1070208,122808,8
10,1070224,122816,6
2,1070304,122822,7
1,1070320,122829,7
1,1070328,122836,5
63,1070336,122841,8
2,1070840,122849,3
1,1070856,122852,8
3,1070864,122860,4
1,1070888,122864,8
2,1070896,122872,5
11,1070912,122877,4
1,1071000,122881,7
1,1071008,122888,8
1,1071016,122896,8
14,1071024,122904,4
1,1071136,122908,8
2,1071144,122916,7
1,1071160,122923,12
1,1071168,122935,12
9,1071176,122947,4
1,1071248,122951,6
1,1071256,122957,6
2,1071264,122963,4
1,1071280,122967,5
1,1071288,122972,4
17,1071296,122976,2
1,1071432,122978,4
2,1071440,122982,6
2,1071456,122988,9
2,1071472,122997,8
1,1071488,123005,5
2,1071496,123010,4
1,1071512,123014,7
1,1071520,123021,5
13,1071528,123026,2
1,1071632,123028,5
1,1071640,123033,7
16,1071648,123040,3
1,1071776,123043,6
1,1071784,123049,6
7,1071792,123055,5
6,1071848,123060,4
1,1071896,123064,6
7,1071904,123070,6
1,1071960,123076,7
19,1071968,123083,3
29,1072120,123086,5
10,1072352,123091,6
1,1072432,123097,11
1,1072440,123108,6
3,1072448,123114,2
1,1072472,123116,7
1,1072480,123123,14
4,1072488,123137,19
4,1072520,123156,2
5,1072552,123158,6
7,1072592,123164,7
1,1072648,123171,6
1,1072656,123177,8
1,1072664,123185,3
1,1072672,123188,4
2,1072680,123192,6
1,1072696,123198,11
1,1072704,123209,3
1,1072712,123212,8
38,1072720,123220,4
1,1073024,123224,7
2,1073032,123231,4
1,1073048,123235,5
1,1073056,123240,2
1,1073064,123242,6
46,1073072,123248,1
1,1073440,123249,6
1,1073448,123255,5
20,1073456,123260,5
17,1073616,123265,2
1,1073752,123267,6
1,1073760,123273,4
1,1073768,123277,9
1,1073776,123286,6
1,1073784,123292,7
1,1073792,123299,9
3,1073800,123308,4
1,1073824,123312,4
1,1073832,123316,9
2,1073840,123325,4
2,1073856,123329,3
1,1073872,123332,5
1,1073880,123337,4
1,1073888,123341,4
3,1073896,123345,8
1,1073920,123353,9
4,1073928,123362,4
1,1073960,123366,5
1,1073968,123371,12
1,1073976,123383,12
1,1073984,123395,6
2,1073992,123401,4
3,1074008,123405,12
7,1074032,123417,4
1,1074088,123421,9
1,1074096,123430,22
5,1074104,123452,8
318,1074144,123460,5
1,1076688,123465,5
2,1076696,123470,5
1,1076712,123475,6
1,1076720,123481,6
16,1076728,123487,3
1,1076856,123490,6
1,1076864,123496,5
12,1076872,123501,2
2,1076968,123503,10
1,1076984,123513,6
1,1076992,123519,4
3,1077000,123523,5
1,1077024,123528,8
1,1077032,123536,6
1,1077040,123542,7
2,1077048,123549,6
10,1077064,123555,3
1,1077144,123558,6
3,1077152,123564,4
1,1077176,123568,6
1,1077184,123574,5
2,1077192,123579,7
9,1077208,123586,6
1,1077280,123592,7
1,1077288,123599,8
2,1077296,123607,7
1,1077312,123614,5
2,1077320,123619,5
1,1077336,123624,15
2,1077344,123639,5
17,1077360,123644,6
1,1077496,123650,5
1,1077504,123655,4
1,1077512,123659,5
6,1077520,123664,3
4,1077568,123667,4
1,1077600,123671,7
1,1077608,123678,7
1,1077616,123685,16
4,1077624,123701,8
1,1077656,123709,16
1,1077664,123725,16
1,1077672,123741,7
1,1077680,123748,4
1,1077688,123752,5
41,1077696,123757,3
33,1078024,123760,7
3,1078288,123767,8
16,1078312,123775,6
6,1078440,123781,12
1,1078488,123793,7
2,1078496,123800,4
1,1078512,123804,6
7,1078520,123810,3
1,1078576,123813,4
1,1078584,123817,6
1,1078592,123823,5
1,1078600,123828,5
1,1078608,123833,6
1,1078616,123839,4
1,1078624,123843,5
5,1078632,123848,3
4,1078672,123851,4
1,1078704,123855,2
23,1078712,123857,4
3,1078896,123861,2
1,1078920,123863,3
1,1078928,123866,4
1,1078936,123870,10
1,1078944,123880,5
1,1078952,123885,9
1,1078960,123894,4
1,1078968,123898,4
1,1078976,123902,10
1,1078984,123912,6
3,1078992,123918,6
1,1079016,123924,6
3,1079024,123930,3
1,1079048,123933,6
1,1079056,123939,4
1,1079064,123943,5
2,1079072,123948,7
308,1079088,123955,4
1,1081552,123959,8
1,1081560,123967,17
1,1081568,123984,9
1,1081576,123993,6
2,1081584,123999,5
1,1081600,124004,8
1,1081608,124012,9
1,1081616,124021,9
1,1081624,124030,5
216,1081632,124035,4
1,1083360,124039,4
1,1083368,124043,8
1,1083376,124051,12
1,1083384,124063,6
1,1083392,124069,5
4,1083400,124074,4
3,1083432,124078,4
2,1083456,124082,8
1,1083472,124090,12
1,1083480,124102,5
4,1083488,124107,7
4,1083520,124114,12
1,1083552,124126,12
1,1083560,124138,6
2,1083568,124144,9
1,1083584,124153,6
13,1083592,124159,4
1,1083696,124163,6
1,1083704,124169,4
13,1083712,124173,4
1,1083816,124177,6
1,1083824,124183,3
91,1083832,124186,8
27,1084560,124194,10
1,1084776,124204,6
57,1084784,124210,6
2,1085240,124216,3
1,1085256,124219,5
3,1085264,124224,8
9,1085288,124232,4
1,1085360,124236,6
1,1085368,124242,5
1,1085376,124247,16
16,1085384,124263,6
12,1085512,124269,5
11,1085608,124274,2
1,1085696,124276,11
1,1085704,124287,5
2,1085712,124292,4
5,1085728,124296,2
1,1085768,124298,4
2,1085776,124302,5
1,1085792,124307,4
2,1085800,124311,6
1,1085816,124317,7
1,1085824,124324,4
1,1085832,124328,5
2,1085840,124333,4
4,1085856,124337,5
1,1085888,124342,3
1,1085896,124345,4
1,1085904,124349,9
33,1085912,124358,4
4,1086176,124362,7
26,1086208,124369,6
1,1086416,124375,7
7,1086424,124382,6
3,1086480,124388,10
2,1086504,124398,10
2,1086520,124408,6
7,1086536,124414,9
1,1086592,124423,8
1,1086600,124431,8
3,1086608,124439,4
1,1086632,124443,13
4,1086640,124456,11
1,1086672,124467,9
1,1086680,124476,9
1,1086688,124485,4
10,1086696,124489,7
1,1086776,124496,6
4,1086784,124502,4
4,1086816,124506,8
1,1086848,124514,4
4,1086856,124518,4
3,1086888,124522,11
1,1086912,124533,6
1,1086920,124539,3
8,1086928,124542,10
54,1086992,124552,5
1,1087424,124557,6
1,1087432,124563,4
14,1087440,124567,4
1,1087552,124571,17
1,1087560,124588,18
11,1087568,124606,14
3,1087656,124620,4
1,1087680,124624,8
2,1087688,124632,5
1,1087704,124637,11
569,1087712,124648,4
1,1092264,124652,12
1,1092272,124664,12
1,1092280,124676,8
1,1092288,124684,5
1,1092296,124689,7
1,1092304,124696,10
56,1092312,124706,12
32,1092760,124718,6
1,1093016,124724,14
2,1093024,124738,5
5,1093040,124743,11
1,1093080,124754,6
6,1093088,124760,5
69,1093136,124765,9
3,1093688,124774,6
4,1093712,124780,19
4,1093744,124799,6
2,1093776,124805,4
6,1093792,124809,2
1,1093840,124811,4
1,1093848,124815,2
1,1093856,124817,6
1,1093864,124823,7
4,1093872,124830,3
5,1093904,124833,5
1,1093944,124838,8
5,1093952,124846,9
1,1093992,124855,11
2,1094000,124866,4
1,1094016,124870,5
1,1094024,124875,4
1,1094032,124879,5
1,1094040,124884,4
11,1094048,124888,4
29,1094136,124892,3
2,1094368,124895,2
1,1094384,124897,13
2,1094392,124910,4
1,1094408,124914,4
1,1094416,124918,5
1,1094424,124923,5
2,1094432,124928,4
1,1094448,124932,5
1,1094456,124937,6
1,1094464,124943,3
6,1094472,124946,5
242,1094520,124951,1
3,1096456,124952,2
11,1096480,124954,2
5,1096568,124956,2
1,1096608,124958,2
1,1096616,124960,8
1,1096624,124968,5
7,1096632,124973,5
94,1096688,124978,2
1,1097440,124980,3
1,1097448,124983,5
1,1097456,124988,8
1,1097464,124996,7
1,1097472,125003,9
1,1097480,125012,6
1,1097488,125018,10
38,1097496,125028,4
34,1097800,125032,11
11,1098072,125043,11
4,1098160,125054,8
1,1098192,125062,6
1,1098200,125068,7
1,1098208,125075,5
2,1098216,125080,6
4,1098232,125086,7
11,1098264,125093,5
1,1098352,125098,6
1,1098360,125104,7
4,1098368,125111,8
2,1098400,125119,6
2,1098416,125125,7
2,1098432,125132,7
40,1098448,125139,5
3,1098768,125144,6
35,1098792,125150,7
6,1099072,125157,10
1,1099120,125167,5
1,1099128,125172,7
1,1099136,125179,6
1,1099144,125185,4
1,1099152,125189,8
1,1099160,125197,6
1,1099168,125203,5
1,1099176,125208,6
1,1099184,125214,11
10,1099192,125225,4
1,1099272,125229,5
1,1099280,125234,27
6,1099288,125261,3
2,1099336,125264,8
1,1099352,125272,6
1,1099360,125278,12
51,1099368,125290,3
1,1099776,125293,4
1,1099784,125297,7
1,1099792,125304,5
2,1099800,125309,5
1,1099816,125314,5
2,1099824,125319,7
2,1099840,125326,4
1,1099856,125330,12
1,1099864,125342,6
1,1099872,125348,4
1,1099880,125352,10
3,1099888,125362,3
1,1099912,125365,4
1,1099920,125369,7
1,1099928,125376,6
1,1099936,125382,6
1,1099944,125388,15
1,1099952,125403,5
1,1099960,125408,6
1,1099968,125414,5
1,1099976,125419,7
2,1099984,125426,5
2,1100000,125431,11
3,1100016,125442,6
1,1100040,125448,14
7,1100048,125462,15
1,1100104,125477,7
37,1100112,125484,4
1,1100408,125488,6
1,1100416,125494,12
1,1100424,125506,7
3,1100432,125513,8
2,1100456,125521,4
3,1100472,125525,11
4,1100496,125536,6
1,1100528,125542,14
1,1100536,125556,4
15,1100544,125560,6
6,1100664,125566,7
1,1100712,125573,6
1,1100720,125579,4
1,1100728,125583,3
1,1100736,125586,4
1,1100744,125590,4
2,1100752,125594,5
2,1100768,125599,4
1,1100784,125603,4
2,1100792,125607,6
7,1100808,125613,12
3,1100864,125625,11
1,1100888,125636,10
1,1100896,125646,6
1,1100904,125652,5
1,1100912,125657,10
3,1100920,125667,4
1,1100944,125671,4
1,1100952,125675,11
1,1100960,125686,6
1,1100968,125692,16
1,1100976,125708,5
6,1100984,125713,6
10,1101032,125719,4
6,1101112,125723,9
1,1101160,125732,6
2,1101168,125738,6
1,1101184,125744,5
1,1101192,125749,3
1,1101200,125752,3
1,1101208,125755,4
80,1101216,125759,5
1,1101856,125764,6
1,1101864,125770,2
1,1101872,125772,2
1,1101880,125774,7
1,1101888,125781,7
4,1101896,125788,6
3,1101928,125794,6
1,1101952,125800,5
1,1101960,125805,8
1,1101968,125813,8
6,1101976,125821,8
1,1102024,125829,5
1,1102032,125834,6
1,1102040,125840,2
91,1102048,125842,2
1,1102776,125844,7
3,1102784,125851,4
1,1102808,125855,7
1,1102816,125862,10
1,1102824,125872,5
1,1102832,125877,5
1,1102840,125882,9
1,1102848,125891,7
1,1102856,125898,5
13,1102864,125903,4
5,1102968,125907,3
2,1103008,125910,5
1,1103024,125915,8
1,1103032,125923,7
1,1103040,125930,7
3,1103048,125937,3
1,1103072,125940,10
1,1103080,125950,6
1,1103088,125956,6
1,1103096,125962,3
1,1103104,125965,9
30,1103112,125974,6
1,1103352,125980,7
12,1103360,125987,6
3,1103456,125993,4
2,1103480,125997,6
1,1103496,126003,7
1,1103504,126010,7
63,1103512,126017,6
11,1104016,126023,3
3,1104104,126026,5
3,1104128,126031,7
2,1104152,126038,6
1,1104168,126044,7
1,1104176,126051,4
1,1104184,126055,4
1,1104192,126059,6
1,1104200,126065,12
1,1104208,126077,5
2,1104216,126082,5
6,1104232,126087,5
1,1104280,126092,11
2,1104288,126103,3
1,1104304,126106,4
1,1104312,126110,8
2,1104320,126118,5
1,1104336,126123,13
1,1104344,126136,6
1,1104352,126142,3
1,1104360,126145,7
6,1104368,126152,6
3,1104416,126158,6
8,1104440,126164,2
1,1104504,126166,3
1,1104512,126169,3
2,1104520,126172,3
5,1104536,126175,7
1,1104576,126182,14
1,1104584,126196,14
3,1104592,126210,7
1,1104616,126217,6
1,1104624,126223,12
1,1104632,126235,21
1,1104640,126256,7
1,1104648,126263,6
1,1104656,126269,12
1,1104664,126281,5
1,1104672,126286,15
1,1104680,126301,6
2,1104688,126307,11
1,1104704,126318,3
2,1104712,126321,9
1,1104728,126330,6
1,1104736,126336,9
1,1104744,126345,3
1,1104752,126348,4
5,1104760,126352,4
4,1104800,126356,4
2,1104832,126360,4
2,1104848,126364,5
2,1104864,126369,9
1,1104880,126378,6
1,1104888,126384,9
17,1104896,126393,8
1,1105032,126401,13
1,1105040,126414,4
10,1105048,126418,7
15,1105128,126425,8
5,1105248,126433,5
2,1105288,126438,13
1,1105304,126451,6
5,1105312,126457,6
1,1105352,126463,7
1,1105360,126470,10
1,1105368,126480,11
1,1105376,126491,11
1,1105384,126502,11
1,1105392,126513,6
7,1105400,126519,3
21,1105456,126522,4
2,1105624,126526,8
1,1105640,126534,4
1,1105648,126538,9
5,1105656,126547,4
1,1105696,126551,7
26,1105704,126558,5
1,1105912,126563,8
4,1105920,126571,4
1,1105952,126575,7
1,1105960,126582,3
1,1105968,126585,7
1,1105976,126592,7
1,1105984,126599,7
1,1105992,126606,6
2,1106000,126612,4
1,1106016,126616,9
81,1106024,126625,4
2,1106672,126629,7
2,1106688,126636,7
2,1106704,126643,4
3,1106720,126647,7
1,1106744,126654,16
3,1106752,126670,3
1,1106776,126673,5
2,1106784,126678,3
1,1106800,126681,6
4,1106808,126687,3
1,1106840,126690,5
1,1106848,126695,6
3,1106856,126701,4
6,1106880,126705,8
1,1106928,126713,2
33,1106936,126715,3
1,1107200,126718,3
2,1107208,126721,2
115,1107224,126723,2
103,1108144,126725,5
1,1108968,126730,3
3,1108976,126733,12
1,1109000,126745,9
1,1109008,126754,11
3,1109016,126765,3
1,1109040,126768,5
7,1109048,126773,6
1,1109104,126779,9
1,1109112,126788,9
1,1109120,126797,13
1,1109128,126810,4
5,1109136,126814,3
5,1109176,126817,5
1,1109216,126822,6
233,1109224,126828,4
1,1111088,126832,3
1,1111096,126835,11
1,1111104,126846,3
3,1111112,126849,4
1,1111136,126853,4
1,1111144,126857,6
5,1111152,126863,7
1,1111192,126870,4
1,1111200,126874,6
1,1111208,126880,5
16,1111216,126885,4
1,1111344,126889,5
1,1111352,126894,6
1,1111360,126900,6
1,1111368,126906,7
1,1111376,126913,10
6,1111384,126923,7
1,1111432,126930,18
1,1111440,126948,8
1,1111448,126956,4
3,1111456,126960,4
1,1111480,126964,9
2,1111488,126973,5
1,1111504,126978,5
1,1111512,126983,6
2,1111520,126989,6
2,1111536,126995,7
1,1111552,127002,5
1,1111560,127007,7
14,1111568,127014,4
