word,id_list,skip_table
歧视,"[1419736, 1452610, 3890174]","[{'index': 1, 'value': 1452610}, {'index': 2, 'value': 3890174}, {'index': 2, 'value': 3890174}]"
Carlos,[1917078],"[{'index': None, 'value': None}]"
怎好,"[1082162, 1090043, 1119522, 1125186, 1141406]","[{'index': 2, 'value': 1119522}, {'index': 4, 'value': 1141406}, {'index': 4, 'value': 1141406}]"
韧性,"[1140727, 1221515]","[{'index': 1, 'value': 1221515}, {'index': 1, 'value': 1221515}]"
牛年,"[1015699, 1089511, 1949338, 2052448, 3009821]","[{'index': 2, 'value': 1949338}, {'index': 4, 'value': 3009821}, {'index': 4, 'value': 3009821}]"
胡说乱道,"[1030054, 1041111]","[{'index': 1, 'value': 1041111}, {'index': 1, 'value': 1041111}]"
超现实,"[1045818, 1059112, 1066165, 1398395, 3394338, 3801097, 4742918]","[{'index': 2, 'value': 1066165}, {'index': 4, 'value': 3394338}, {'index': 6, 'value': 4742918}, {'index': 6, 'value': 4742918}]"
中长篇,"[1008145, 1044663, 1082406, 1424741, 1857446, 1863930, 3246904, 5275059]","[{'index': 2, 'value': 1082406}, {'index': 4, 'value': 1857446}, {'index': 6, 'value': 3246904}, {'index': 7, 'value': 5275059}]"
小花,[2256039],"[{'index': None, 'value': None}]"
大结局,[3626924],"[{'index': None, 'value': None}]"
作文选,[1034108],"[{'index': None, 'value': None}]"
gatsby,[1008988],"[{'index': None, 'value': None}]"
金庸,"[1002299, 1014533, 1020459, 1035477, 1040771, 1044547, 1051193, 1052380, 1055976, 1063624, 1068308, 1070851, 1076045, 1082582, 1089509, 1089510, 1089511, 1089512, 1089515, 1089517, 1089518, 1089521, 1089523, 1119528, 1212893, 1212894, 1255624, 1255625, 1264579, 1337292, 1337303, 1422833, 1480630, 1704006, 1789837, 1789841, 1793132, 1918734]","[{'index': 6, 'value': 1051193}, {'index': 12, 'value': 1076045}, {'index': 18, 'value': 1089515}, {'index': 24, 'value': 1212893}, {'index': 30, 'value': 1337303}, {'index': 36, 'value': 1793132}, {'index': 37, 'value': 1918734}]"
｡,"[1418707, 1807516, 2297697, 2336093, 3259440]","[{'index': 2, 'value': 2297697}, {'index': 4, 'value': 3259440}, {'index': 4, 'value': 3259440}]"
打垮,[1059112],"[{'index': None, 'value': None}]"
宇宙观,[4242172],"[{'index': None, 'value': None}]"
人与自然,"[1017563, 1017841, 1022060, 1062134, 3392046]","[{'index': 2, 'value': 1022060}, {'index': 4, 'value': 3392046}, {'index': 4, 'value': 3392046}]"
朽木,[1060117],"[{'index': None, 'value': None}]"
如菊,"[1012203, 1016523, 1017143, 1023045, 1029159, 1030052, 1058234, 1063190, 1065970, 1322066, 1322158, 1322248, 1322320, 1322328, 1322342, 1456183, 1456597, 1529893]","[{'index': 4, 'value': 1029159}, {'index': 8, 'value': 1065970}, {'index': 12, 'value': 1322320}, {'index': 16, 'value': 1456597}, {'index': 17, 'value': 1529893}]"
Finan,"[1072438, 2064450]","[{'index': 1, 'value': 2064450}, {'index': 1, 'value': 2064450}]"
楚霸王,[4741216],"[{'index': None, 'value': None}]"
主笔,[2359212],"[{'index': None, 'value': None}]"
２,"[1003284, 1005660, 1016523, 1020128, 1030052, 1035146, 1045818, 1063245, 1065970, 1258489, 1337279, 1419736, 1431836, 1529893, 1796596, 1812439, 1902628, 2118032, 2256438, 2271582, 2297706, 3426869, 3801097, 4009552, 4067621, 4173403]","[{'index': 5, 'value': 1035146}, {'index': 10, 'value': 1337279}, {'index': 15, 'value': 1812439}, {'index': 20, 'value': 2297706}, {'index': 25, 'value': 4173403}, {'index': 25, 'value': 4173403}]"
小米,"[1016486, 1017143]","[{'index': 1, 'value': 1017143}, {'index': 1, 'value': 1017143}]"
风传,[1400705],"[{'index': None, 'value': None}]"
譯,"[1004821, 1005521, 1006197, 1008189, 1016486, 1017143, 1046265, 1052828, 1060774, 1064275, 1205372, 1277981, 1856025, 1858513, 1858576, 1860750, 1865089, 2035162, 2035179, 2160226, 2250587]","[{'index': 4, 'value': 1016486}, {'index': 8, 'value': 1060774}, {'index': 12, 'value': 1856025}, {'index': 16, 'value': 1865089}, {'index': 20, 'value': 2250587}, {'index': 20, 'value': 2250587}]"
港文學,"[1012203, 1018577, 1024217, 1025243, 1029111, 1032581, 1055486, 1060068, 1065239, 1082369, 1082398, 1382838, 1382840, 1382846, 1458164, 1793132, 1949068, 3662594, 4159088]","[{'index': 4, 'value': 1029111}, {'index': 8, 'value': 1065239}, {'index': 12, 'value': 1382840}, {'index': 16, 'value': 1949068}, {'index': 18, 'value': 4159088}]"
记不太清,"[1089517, 1161852, 1424694, 2567698]","[{'index': 2, 'value': 1424694}, {'index': 3, 'value': 2567698}]"
计算机相关,[3066477],"[{'index': None, 'value': None}]"
NJ,"[1005576, 1012611, 1069848, 1072438, 1970428, 2348372, 2380307]","[{'index': 2, 'value': 1069848}, {'index': 4, 'value': 1970428}, {'index': 6, 'value': 2380307}, {'index': 6, 'value': 2380307}]"
北工大,[1007334],"[{'index': None, 'value': None}]"
自言自语,"[1438461, 1794844, 1858513, 2035162, 2118032]","[{'index': 2, 'value': 1858513}, {'index': 4, 'value': 2118032}, {'index': 4, 'value': 2118032}]"
Lovestory,[1085021],"[{'index': None, 'value': None}]"
灌蓝,[1221515],"[{'index': None, 'value': None}]"
川,"[1053759, 1937357]","[{'index': 1, 'value': 1937357}, {'index': 1, 'value': 1937357}]"
小王子,"[1003078, 1007914, 1021615, 1048610, 1084336, 1291809, 1310164, 1341035, 1343089, 1786670, 1794620, 1794844, 1819974, 1878708, 1986590, 2034893, 3014576, 5317075]","[{'index': 4, 'value': 1084336}, {'index': 8, 'value': 1343089}, {'index': 12, 'value': 1819974}, {'index': 16, 'value': 3014576}, {'index': 17, 'value': 5317075}]"
穿过,[1053759],"[{'index': None, 'value': None}]"
轻缓,"[1062326, 1084336, 1474842, 1794620, 1794844, 2250587, 2256438, 2284090, 3014576, 3369600, 3369793, 3678694, 3995526]","[{'index': 3, 'value': 1794620}, {'index': 6, 'value': 2256438}, {'index': 9, 'value': 3369600}, {'index': 12, 'value': 3995526}, {'index': 12, 'value': 3995526}]"
阮,[2209098],"[{'index': None, 'value': None}]"
入门,"[1000482, 1003479, 1007928, 1008189, 1010204, 1013208, 1014825, 1021273, 1022238, 1027191, 1028409, 1028842, 1032501, 1034067, 1039460, 1045818, 1050339, 1056315, 1059769, 1223575, 1223845, 1225977, 1396339, 1440885, 1476651, 1775691, 1786670, 1827702, 1853323, 1963912, 1970428, 2081876, 2257609, 2284311, 2294740, 2309689, 2326403, 2380307, 3000997, 3392046, 3626924, 3786755, 3901238, 4149893]","[{'index': 6, 'value': 1014825}, {'index': 12, 'value': 1032501}, {'index': 18, 'value': 1059769}, {'index': 24, 'value': 1476651}, {'index': 30, 'value': 1970428}, {'index': 36, 'value': 2326403}, {'index': 42, 'value': 3901238}, {'index': 43, 'value': 4149893}]"
让渡,"[1005193, 1009257, 1015452, 1020670, 1025336, 1030052, 1031740, 1039487, 1041007, 1041616, 1052828, 1059419, 1063190, 1071241, 1419841, 1455933, 1529893, 1848256, 2150240, 2345727]","[{'index': 4, 'value': 1025336}, {'index': 8, 'value': 1041007}, {'index': 12, 'value': 1063190}, {'index': 16, 'value': 1529893}, {'index': 19, 'value': 2345727}]"
哲史,"[1859649, 1873231, 1949338, 1963912, 2119843, 2133254, 2340100, 3622904, 4124727]","[{'index': 3, 'value': 1963912}, {'index': 6, 'value': 2340100}, {'index': 8, 'value': 4124727}]"
新海,[4009552],"[{'index': None, 'value': None}]"
Perspectives,[1021056],"[{'index': None, 'value': None}]"
复印,[1440972],"[{'index': None, 'value': None}]"
中文系,"[1007305, 1021273, 1029553]","[{'index': 1, 'value': 1021273}, {'index': 2, 'value': 1029553}, {'index': 2, 'value': 1029553}]"
格纳,[2971734],"[{'index': None, 'value': None}]"
SB,"[1017143, 1257365, 1794202, 2062200, 2256438, 3577218, 5292912]","[{'index': 2, 'value': 1794202}, {'index': 4, 'value': 2256438}, {'index': 6, 'value': 5292912}, {'index': 6, 'value': 5292912}]"
三毛,"[1016300, 1016523, 1025243, 1029111, 1029159, 1030052, 1036490, 1056315, 1058234, 1060068, 1063190, 1064682, 1065239, 1065970, 1082162, 1082369, 1082398, 1082399, 1090043, 1358416, 1361263, 1361264, 1382829, 1382833, 1382834, 1382836, 1382838, 1382840, 1382846, 1471701, 1529893, 1980436, 2068211, 2070844, 2129427, 2136140, 2256438, 3667783]","[{'index': 6, 'value': 1036490}, {'index': 12, 'value': 1065239}, {'index': 18, 'value': 1090043}, {'index': 24, 'value': 1382834}, {'index': 30, 'value': 1529893}, {'index': 36, 'value': 2256438}, {'index': 37, 'value': 3667783}]"
五道口,"[2052448, 3009821, 3626924]","[{'index': 1, 'value': 3009821}, {'index': 2, 'value': 3626924}, {'index': 2, 'value': 3626924}]"
味儿,"[1015584, 1059112, 1061977, 1207819, 2030664]","[{'index': 2, 'value': 1061977}, {'index': 4, 'value': 2030664}, {'index': 4, 'value': 2030664}]"
波澜不惊,[1968643],"[{'index': None, 'value': None}]"
贵国,[2243213],"[{'index': None, 'value': None}]"
梦幻,"[1059419, 1291760, 1330096, 1452610, 1873268]","[{'index': 2, 'value': 1330096}, {'index': 4, 'value': 1873268}, {'index': 4, 'value': 1873268}]"
吐溫,[1018482],"[{'index': None, 'value': None}]"
注明,"[1077847, 1878708, 3813669, 5292912]","[{'index': 2, 'value': 3813669}, {'index': 3, 'value': 5292912}]"
视线,"[1015699, 1020241, 1032645, 1037602, 1041482, 1050339, 1054889, 1062134, 1072438, 1082387, 1084336, 1427679, 1427825, 1473250, 1827702, 1867642, 1963912, 2064450, 3067169, 3577218, 4113090]","[{'index': 4, 'value': 1041482}, {'index': 8, 'value': 1072438}, {'index': 12, 'value': 1427825}, {'index': 16, 'value': 1963912}, {'index': 20, 'value': 4113090}, {'index': 20, 'value': 4113090}]"
for,"[1006881, 1007914, 1012802, 1013502, 1016300, 1016523, 1022060, 1023658, 1029791, 1030052, 1040771, 1046492, 1049215, 1049522, 1050339, 1053759, 1054889, 1058234, 1059336, 1059419, 1067907, 1082334, 1087758, 1092149, 1132956, 1254588, 1358413, 1367458, 1368256, 1401425, 1436348, 1460313, 1770782, 2032117, 2033081, 2052596, 2062200, 2119843, 2123957, 2243692, 2256438, 2359212, 3010130, 3012517, 3033668, 3091349, 3101457, 3554154, 3610550, 3678694, 3865832, 3995526, 4010969, 4011440, 4124727, 4173403]","[{'index': 7, 'value': 1023658}, {'index': 14, 'value': 1050339}, {'index': 21, 'value': 1082334}, {'index': 28, 'value': 1368256}, {'index': 35, 'value': 2052596}, {'index': 42, 'value': 3010130}, {'index': 49, 'value': 3678694}, {'index': 55, 'value': 4173403}]"
塔利班,[1770782],"[{'index': None, 'value': None}]"
至纯,[1057244],"[{'index': None, 'value': None}]"
economic,"[1473250, 1970428, 2081876, 2380307]","[{'index': 2, 'value': 2081876}, {'index': 3, 'value': 2380307}]"
人有,"[1003284, 1013208, 1022238, 1023048, 1064271, 1069685, 1226062, 1316648, 1906681, 2052596, 2376336, 3010133, 3333989, 3344676]","[{'index': 3, 'value': 1023048}, {'index': 6, 'value': 1226062}, {'index': 9, 'value': 2052596}, {'index': 12, 'value': 3333989}, {'index': 13, 'value': 3344676}]"
美肤,[1043579],"[{'index': None, 'value': None}]"
胡扯,"[1003000, 1022060, 1054685, 1401425]","[{'index': 2, 'value': 1054685}, {'index': 3, 'value': 1401425}]"
公家,"[1001136, 1003479, 1012637, 1013225, 1013502, 1014278, 1021615, 1022238, 1035848, 1046492, 1083428, 1085799, 1213546, 1291355, 1427825, 1433377, 1438461, 1441869, 1770782, 1786670, 1876333, 2143732, 3813669]","[{'index': 4, 'value': 1013502}, {'index': 8, 'value': 1035848}, {'index': 12, 'value': 1213546}, {'index': 16, 'value': 1438461}, {'index': 20, 'value': 1876333}, {'index': 22, 'value': 3813669}]"
亚,"[1440972, 1786670]","[{'index': 1, 'value': 1786670}, {'index': 1, 'value': 1786670}]"
ズ,"[1873281, 2038238]","[{'index': 1, 'value': 2038238}, {'index': 1, 'value': 2038238}]"
催健,[1777823],"[{'index': None, 'value': None}]"
King,[1829226],"[{'index': None, 'value': None}]"
作念,"[1004088, 1007914, 1007928, 1014825, 1022238, 1027191, 1027247, 1030200, 1032645, 1033190, 1034067, 1036541, 1040771, 1048610, 1049688, 1054685, 1056868, 1057244, 1063624, 1073708, 1074841, 1075495, 1082150, 1082154, 1082369, 1096790, 1254588, 1255624, 1361264, 1388169, 1417905, 1427679, 1433640, 1449351, 1767945, 1776683, 1780565, 1865891, 1931318, 1981647, 1986590, 2032117, 2133074, 2150240, 2160292, 2257188, 2382705, 2988943, 3009033, 3608170, 3609132, 4010196]","[{'index': 7, 'value': 1030200}, {'index': 14, 'value': 1049688}, {'index': 21, 'value': 1075495}, {'index': 28, 'value': 1361264}, {'index': 35, 'value': 1776683}, {'index': 42, 'value': 2133074}, {'index': 49, 'value': 3608170}, {'index': 51, 'value': 4010196}]"
告退,[1015767],"[{'index': None, 'value': None}]"
SciFi,"[1085470, 1140727, 1192090, 1258489, 1258490, 1275907, 1394364, 1772786, 2567698, 3066477]","[{'index': 3, 'value': 1258489}, {'index': 6, 'value': 1394364}, {'index': 9, 'value': 3066477}, {'index': 9, 'value': 3066477}]"
jiajia,"[1882933, 1916726, 1926103, 1938591]","[{'index': 2, 'value': 1926103}, {'index': 3, 'value': 1938591}]"
大歷,[1041482],"[{'index': None, 'value': None}]"
史乘,"[1000517, 1000856, 1003078, 1005492, 1005521, 1006197, 1007433, 1007772, 1008145, 1008988, 1010472, 1010898, 1012489, 1012637, 1013380, 1013502, 1014278, 1017841, 1018136, 1022632, 1027587, 1029111, 1029791, 1031741, 1033997, 1035477, 1036490, 1043485, 1044316, 1045926, 1046265, 1047138, 1049477, 1051440, 1053759, 1059258, 1059336, 1067907, 1069059, 1077847, 1082154, 1083477, 1085799, 1090043, 1119522, 1119528, 1119839, 1141406, 1159939, 1186350, 1203258, 1205054, 1205370, 1205373, 1207819, 1209899, 1213546, 1255288, 1279212, 1283273, 1361264, 1382846, 1398395, 1400705, 1449348, 1449351, 1786670, 1915337, 1931318, 1980436, 2154960, 2160292]","[{'index': 8, 'value': 1008145}, {'index': 16, 'value': 1014278}, {'index': 24, 'value': 1033997}, {'index': 32, 'value': 1049477}, {'index': 40, 'value': 1082154}, {'index': 48, 'value': 1159939}, {'index': 56, 'value': 1213546}, {'index': 64, 'value': 1449348}, {'index': 71, 'value': 2160292}]"
机要,[1006560],"[{'index': None, 'value': None}]"
斯内普,"[1009257, 1013129, 1039487, 1041007, 1071241, 1432596, 2295163]","[{'index': 2, 'value': 1039487}, {'index': 4, 'value': 1071241}, {'index': 6, 'value': 2295163}, {'index': 6, 'value': 2295163}]"
鲁斯,[1022238],"[{'index': None, 'value': None}]"
女娃,[1041111],"[{'index': None, 'value': None}]"
花园,"[1045201, 1343089, 1794620, 1818347, 1859649, 1907739, 2008284, 2160226, 3006581]","[{'index': 3, 'value': 1818347}, {'index': 6, 'value': 2008284}, {'index': 8, 'value': 3006581}]"
感動,[1026655],"[{'index': None, 'value': None}]"
超乎,[1062991],"[{'index': None, 'value': None}]"
侏儒,[3191328],"[{'index': None, 'value': None}]"
風骨,"[1015403, 1023045, 1049584, 1088581, 1291355, 1456524, 1859140, 2376336]","[{'index': 2, 'value': 1049584}, {'index': 4, 'value': 1291355}, {'index': 6, 'value': 1859140}, {'index': 7, 'value': 2376336}]"
亚东,[3667783],"[{'index': None, 'value': None}]"
警句,[1291355],"[{'index': None, 'value': None}]"
失落,"[1012203, 1016486, 1030200, 1033190, 1082518, 1092149, 1312333, 1400705, 1400707, 1440345, 1793721, 1926700, 1986590, 2265995, 4171951]","[{'index': 3, 'value': 1033190}, {'index': 6, 'value': 1312333}, {'index': 9, 'value': 1440345}, {'index': 12, 'value': 1986590}, {'index': 14, 'value': 4171951}]"
单人床,[1032945],"[{'index': None, 'value': None}]"
河童,"[1032645, 1056868, 1427302, 1438461, 1937939, 2118032]","[{'index': 2, 'value': 1427302}, {'index': 4, 'value': 1937939}, {'index': 5, 'value': 2118032}]"
狞恶,[1926700],"[{'index': None, 'value': None}]"
创造力,[1007914],"[{'index': None, 'value': None}]"
幻夜,[4009552],"[{'index': None, 'value': None}]"
形骸,"[1004322, 1008074, 1016486, 1017143, 1036541, 1046265, 1059419, 1059537, 1062193, 1078554, 1394433, 1440885, 1456034, 1467776, 2971734, 3672237]","[{'index': 4, 'value': 1036541}, {'index': 8, 'value': 1062193}, {'index': 12, 'value': 1456034}, {'index': 15, 'value': 3672237}]"
现代性,"[1036541, 1059537, 1062193, 1083762, 1729284, 2033081]","[{'index': 2, 'value': 1062193}, {'index': 4, 'value': 1729284}, {'index': 5, 'value': 2033081}]"
罗纳德,"[1040104, 1058759, 1071794]","[{'index': 1, 'value': 1058759}, {'index': 2, 'value': 1071794}, {'index': 2, 'value': 1071794}]"
家门,[1046175],"[{'index': None, 'value': None}]"
朱棣,[1949338],"[{'index': None, 'value': None}]"
莲见,[1926700],"[{'index': None, 'value': None}]"
兼容并包,[1868698],"[{'index': None, 'value': None}]"
悬疑,"[1000856, 1009257, 1012242, 1013129, 1016300, 1019431, 1026317, 1039487, 1040211, 1040771, 1041007, 1057206, 1058661, 1059406, 1059419, 1071241, 1084973, 1085021, 1089510, 1138986, 1180108, 1214898, 1220219, 1228110, 1258489, 1258490, 1263399, 1275608, 1292416, 1316622, 1321017, 1321018, 1321789, 1329959, 1392604, 1394253, 1394364, 1409771, 1418707, 1419736, 1431779, 1432596, 1439216, 1442680, 1459623, 1463013, 1478487, 1485225, 1485495, 1731370, 1767388, 1770782, 1772786, 1805514, 1807516, 1818347, 1827374, 1829226, 1848256, 1851385, 1867064, 1874961, 1882933, 1903164, 1916726, 1917078, 1926103, 1938591, 1939182, 1941301, 1948901, 2032117, 2039490, 2056749, 2057285, 2139305, 2149655, 2160292, 2160556, 2201813, 2214350, 2242461, 2242467, 2253753, 2265312, 2267883, 2286313, 2295163, 2297697, 2297706, 2298149, 2336093, 2340300, 2567698, 2584971, 3006581, 3013903, 3053207, 3055316, 3066477, 3102324, 3124525, 3140801, 3162513, 3162527, 3187737, 3187750, 3191044, 3211779, 3259440, 3266344, 3347997, 3442373, 3608235, 3615061, 3646172, 3683898, 3713327, 3800166, 3801097, 3865832, 3890174, 4009552, 4011440, 4067621, 4074636, 4152754, 4171951, 4264003, 4742918, 4885241, 5363767, 5385852]","[{'index': 11, 'value': 1057206}, {'index': 22, 'value': 1220219}, {'index': 33, 'value': 1329959}, {'index': 44, 'value': 1459623}, {'index': 55, 'value': 1818347}, {'index': 66, 'value': 1926103}, {'index': 77, 'value': 2160292}, {'index': 88, 'value': 2297697}, {'index': 99, 'value': 3066477}, {'index': 110, 'value': 3266344}, {'index': 121, 'value': 3890174}, {'index': 132, 'value': 5385852}, {'index': 132, 'value': 5385852}]"
84,[1316648],"[{'index': None, 'value': None}]"
献技,[1067907],"[{'index': None, 'value': None}]"
苦,"[1009257, 1012489, 1016300, 1019338, 1021056, 1034479, 1039487, 1041007, 1051363, 1071241, 1200840]","[{'index': 3, 'value': 1019338}, {'index': 6, 'value': 1039487}, {'index': 9, 'value': 1071241}, {'index': 10, 'value': 1200840}]"
弗拉基米尔,"[1075492, 1465324, 1829226]","[{'index': 1, 'value': 1465324}, {'index': 2, 'value': 1829226}, {'index': 2, 'value': 1829226}]"
大意,"[1011882, 1030052, 1056461, 1057601, 1529893, 1794202, 2062200, 2118032, 2256438, 2339950, 2382705, 2977174, 3014576, 3246904, 4618225]","[{'index': 3, 'value': 1057601}, {'index': 6, 'value': 2062200}, {'index': 9, 'value': 2339950}, {'index': 12, 'value': 3014576}, {'index': 14, 'value': 4618225}]"
希腊神话,[1581547],"[{'index': None, 'value': None}]"
calus,[3315879],"[{'index': None, 'value': None}]"
爱书人,[1316648],"[{'index': None, 'value': None}]"
勃郎特,"[1119522, 1141406]","[{'index': 1, 'value': 1141406}, {'index': 1, 'value': 1141406}]"
景象,[1075538],"[{'index': None, 'value': None}]"
总统制,[1005492],"[{'index': None, 'value': None}]"
贰,"[1008145, 1400705, 1400717, 1458164, 1793721, 1827374, 1949338, 2061644, 2159470, 2996596, 3315879]","[{'index': 3, 'value': 1458164}, {'index': 6, 'value': 1949338}, {'index': 9, 'value': 2996596}, {'index': 10, 'value': 3315879}]"
饒雪漫,"[1469051, 1796596, 2008972]","[{'index': 1, 'value': 1796596}, {'index': 2, 'value': 2008972}, {'index': 2, 'value': 2008972}]"
波伏瓦,[1004322],"[{'index': None, 'value': None}]"
Myth,"[1963786, 2267630, 3577218]","[{'index': 1, 'value': 2267630}, {'index': 2, 'value': 3577218}, {'index': 2, 'value': 3577218}]"
生动,"[1014278, 1044316, 1452610]","[{'index': 1, 'value': 1044316}, {'index': 2, 'value': 1452610}, {'index': 2, 'value': 1452610}]"
放浪,"[1529893, 1864849]","[{'index': 1, 'value': 1864849}, {'index': 1, 'value': 1864849}]"
罗丽控,[1465324],"[{'index': None, 'value': None}]"
有大,"[1962923, 2383005]","[{'index': 1, 'value': 2383005}, {'index': 1, 'value': 2383005}]"
必读,"[1000280, 1005521, 1006113, 1007305, 1008145, 1008189, 1014278, 1014561, 1014578, 1015452, 1017563, 1019568, 1041482, 1043008, 1046265, 1048007, 1049219, 1060774, 1062193, 1064275, 1069685, 1077528, 1077847, 1082154, 1082334, 1082584, 1086249, 1089518, 1119528, 1200840, 1205054, 1220853, 1292416, 1396339, 1400705, 1417905, 1427302, 1433640, 1464989, 1473250, 1770782, 1775691, 1786387, 1786670, 1803022, 1827702, 1867642, 1917972, 1919072, 1941558, 1970428, 2032117, 2033081, 2036343, 2036345, 2081876, 2139305, 2201813, 2257609, 2340100, 2383005, 4238362]","[{'index': 7, 'value': 1014561}, {'index': 14, 'value': 1046265}, {'index': 21, 'value': 1077528}, {'index': 28, 'value': 1119528}, {'index': 35, 'value': 1417905}, {'index': 42, 'value': 1786387}, {'index': 49, 'value': 1941558}, {'index': 56, 'value': 2139305}, {'index': 61, 'value': 4238362}]"
Philosophy,"[1004322, 1004821, 1005193, 1008189, 1012032, 1021273, 1036541, 1045201, 1045818, 1049522, 1056023, 1059258, 1082387, 2194123, 2284311]","[{'index': 3, 'value': 1008189}, {'index': 6, 'value': 1036541}, {'index': 9, 'value': 1049522}, {'index': 12, 'value': 1082387}, {'index': 14, 'value': 2284311}]"
深处,"[1027191, 1483522]","[{'index': 1, 'value': 1483522}, {'index': 1, 'value': 1483522}]"
繪,"[1898609, 2118032]","[{'index': 1, 'value': 2118032}, {'index': 1, 'value': 2118032}]"
个人日记,"[1035614, 1864849]","[{'index': 1, 'value': 1864849}, {'index': 1, 'value': 1864849}]"
13,"[1012637, 1016523, 1022060, 1025721, 1029159, 1045818, 1048007, 1058234, 1063190, 1065970, 1069848, 1082369, 1084336, 1180102, 1193821, 1220853, 1329941, 1388169, 1421921, 1481371, 1729284, 1898609, 2062200, 2160556, 2256438, 2257188, 2294993, 2360269, 4010969]","[{'index': 5, 'value': 1045818}, {'index': 10, 'value': 1069848}, {'index': 15, 'value': 1220853}, {'index': 20, 'value': 1729284}, {'index': 25, 'value': 2257188}, {'index': 28, 'value': 4010969}]"
乔斯坦,"[1045818, 2160292, 2284311]","[{'index': 1, 'value': 2160292}, {'index': 2, 'value': 2284311}, {'index': 2, 'value': 2284311}]"
仓促,"[3012517, 4112874]","[{'index': 1, 'value': 4112874}, {'index': 1, 'value': 4112874}]"
波普娃,[1004322],"[{'index': None, 'value': None}]"
Allemagne,"[1035326, 1047138]","[{'index': 1, 'value': 1047138}, {'index': 1, 'value': 1047138}]"
T,"[1033778, 1056461, 1907739, 2243213, 3013903, 3162513, 3187737, 3187750, 3211779, 3259440, 3646172, 3713327, 3890174, 4074636, 4152754]","[{'index': 3, 'value': 2243213}, {'index': 6, 'value': 3187737}, {'index': 9, 'value': 3259440}, {'index': 12, 'value': 3890174}, {'index': 14, 'value': 4152754}]"
派头,"[1009459, 1009938, 1012242, 1012802, 1017143, 1020459, 1029791, 1040104, 1046265, 1049189, 1052360, 1052828, 1057244, 1067907, 1192090, 1203244, 1213546, 1227838, 1291809, 1321017, 1361264, 1396339, 1431779, 1431836, 1440101, 1440345, 1458164, 1752755, 1794620, 1805514, 1807516, 1818347, 1819974, 1827374, 1851385, 1856285, 1862115, 1903164, 1908517, 1914572, 1926700, 1949338, 1949925, 2022979, 2061644, 2131415, 2253753, 2256438, 2297697, 2336093, 2382705, 2567698, 2584971, 3000997, 3006581, 3014576, 3073494, 3088496, 3103080, 3394338, 3699108, 3801097]","[{'index': 7, 'value': 1040104}, {'index': 14, 'value': 1192090}, {'index': 21, 'value': 1396339}, {'index': 28, 'value': 1794620}, {'index': 35, 'value': 1856285}, {'index': 42, 'value': 1949925}, {'index': 49, 'value': 2336093}, {'index': 56, 'value': 3073494}, {'index': 61, 'value': 3801097}]"
评价,"[1004956, 1007305, 1008145, 1045818, 3067169]","[{'index': 2, 'value': 1008145}, {'index': 4, 'value': 3067169}, {'index': 4, 'value': 3067169}]"
惹人爱,[3181927],"[{'index': None, 'value': None}]"
指使,[1092335],"[{'index': None, 'value': None}]"
神化,"[1029553, 2115040]","[{'index': 1, 'value': 2115040}, {'index': 1, 'value': 2115040}]"
弃捐,"[1010204, 1056461, 1082584, 1316648, 1703544]","[{'index': 2, 'value': 1082584}, {'index': 4, 'value': 1703544}, {'index': 4, 'value': 1703544}]"
深秋,[1054685],"[{'index': None, 'value': None}]"
种族歧视,[1014825],"[{'index': None, 'value': None}]"
建国,[1070711],"[{'index': None, 'value': None}]"
鼻血,[1897413],"[{'index': None, 'value': None}]"
一生,"[1007305, 1020961, 1037602, 1039752, 1049215, 1050743, 1057244, 1067907, 1082138, 1082518, 1388169, 1394364, 1427679, 1436707, 1474773, 1856285, 1859140, 1867642, 2133074, 2143732, 3290010, 3506871, 4010196, 5366275]","[{'index': 4, 'value': 1049215}, {'index': 8, 'value': 1082138}, {'index': 12, 'value': 1427679}, {'index': 16, 'value': 1859140}, {'index': 20, 'value': 3290010}, {'index': 23, 'value': 5366275}]"
赵登荣,[1213546],"[{'index': None, 'value': None}]"
陆粒星,[1062991],"[{'index': None, 'value': None}]"
張愛玲,"[1004992, 1014278, 1015403, 1027247, 1051163, 1068920, 1082162, 1083428, 1090043, 1119796, 1125186, 1159939, 1400705, 1400707, 1427825, 1963684, 1980436, 1985223, 2267883, 2271582, 3017857, 3616310]","[{'index': 4, 'value': 1051163}, {'index': 8, 'value': 1090043}, {'index': 12, 'value': 1400705}, {'index': 16, 'value': 1980436}, {'index': 20, 'value': 3017857}, {'index': 21, 'value': 3616310}]"
Anarchism,[4112874],"[{'index': None, 'value': None}]"
romance,"[1012203, 1028916, 1036067, 1062326, 1066462, 1083428, 1433659, 1461903, 1468493, 1812439, 1925218, 2009825, 2056749, 3018339, 3426869, 3879301]","[{'index': 4, 'value': 1066462}, {'index': 8, 'value': 1468493}, {'index': 12, 'value': 2056749}, {'index': 15, 'value': 3879301}]"
有着,"[1968643, 3995526]","[{'index': 1, 'value': 3995526}, {'index': 1, 'value': 3995526}]"
ai,"[1064828, 1368256, 1949925]","[{'index': 1, 'value': 1368256}, {'index': 2, 'value': 1949925}, {'index': 2, 'value': 1949925}]"
草樣,"[1007334, 1432422]","[{'index': 1, 'value': 1432422}, {'index': 1, 'value': 1432422}]"
素食,[1030054],"[{'index': None, 'value': None}]"
