word,id_list,skip_table
Kerouac,"[1051440, 1917972, 3151990]","[{'index': 1, 'value': 1917972}, {'index': 2, 'value': 3151990}, {'index': 2, 'value': 3151990}]"
东,"[1767388, 1962923]","[{'index': 1, 'value': 1962923}, {'index': 1, 'value': 1962923}]"
公共政策,[1070711],"[{'index': None, 'value': None}]"
知性,"[1013225, 1017143, 1034067, 1056461, 1060117, 3369793, 5275059]","[{'index': 2, 'value': 1034067}, {'index': 4, 'value': 1060117}, {'index': 6, 'value': 5275059}, {'index': 6, 'value': 5275059}]"
科学幻想,"[1140727, 1161852, 1192090, 2567698]","[{'index': 2, 'value': 1192090}, {'index': 3, 'value': 2567698}]"
张玲,[1083428],"[{'index': None, 'value': None}]"
寡妇,[1752755],"[{'index': None, 'value': None}]"
Audrey,[2056749],"[{'index': None, 'value': None}]"
汉唐,"[1023658, 1058679, 1069848, 1073349]","[{'index': 2, 'value': 1069848}, {'index': 3, 'value': 1073349}]"
Candyman,"[1021847, 1026411, 1034108, 1056733, 1061367, 1063245, 1066462, 1343089, 1358873, 1441707, 1456597, 1794844, 1914078, 1914083, 2034893, 2115040, 3642673, 3776157, 3860856]","[{'index': 4, 'value': 1061367}, {'index': 8, 'value': 1358873}, {'index': 12, 'value': 1914078}, {'index': 16, 'value': 3642673}, {'index': 18, 'value': 3860856}]"
现代诗歌,"[1011754, 1026036, 1033825, 1045352]","[{'index': 2, 'value': 1033825}, {'index': 3, 'value': 1045352}]"
列尔,"[1059112, 1786670]","[{'index': 1, 'value': 1786670}, {'index': 1, 'value': 1786670}]"
塔之犬,"[2056749, 2139305]","[{'index': 1, 'value': 2139305}, {'index': 1, 'value': 2139305}]"
正德,[2052448],"[{'index': None, 'value': None}]"
眠,[1000323],"[{'index': None, 'value': None}]"
Deutsche,[1084336],"[{'index': None, 'value': None}]"
susan,[1020128],"[{'index': None, 'value': None}]"
龿,[1481371],"[{'index': None, 'value': None}]"
梵,[1074841],"[{'index': None, 'value': None}]"
Childhood,"[1014561, 1016300, 1021056, 1044772, 2160556]","[{'index': 2, 'value': 1021056}, {'index': 4, 'value': 2160556}, {'index': 4, 'value': 2160556}]"
二零,"[1858576, 1859140, 1863930]","[{'index': 1, 'value': 1859140}, {'index': 2, 'value': 1863930}, {'index': 2, 'value': 1863930}]"
娜,"[1010472, 1080687]","[{'index': 1, 'value': 1080687}, {'index': 1, 'value': 1080687}]"
刚读,[1051797],"[{'index': None, 'value': None}]"
特科,[1844629],"[{'index': None, 'value': None}]"
录音带,[1467776],"[{'index': None, 'value': None}]"
心脏,"[1007433, 1205394, 1394253, 1767388, 2139305, 3014576, 3642673]","[{'index': 2, 'value': 1394253}, {'index': 4, 'value': 2139305}, {'index': 6, 'value': 3642673}, {'index': 6, 'value': 3642673}]"
买下,"[1001136, 1021615]","[{'index': 1, 'value': 1021615}, {'index': 1, 'value': 1021615}]"
迷幻,"[1008145, 1020670, 1031740, 1059112, 1059419, 1180102, 1786670, 1917972, 1926700, 2265995, 2584971, 4112874, 4742918, 4885241, 5385852]","[{'index': 3, 'value': 1059112}, {'index': 6, 'value': 1786670}, {'index': 9, 'value': 2265995}, {'index': 12, 'value': 4742918}, {'index': 14, 'value': 5385852}]"
钱钟书,"[1007305, 1008145, 1023045, 1058679, 1061242, 1069848, 1073349, 1078250, 1464989, 2240482]","[{'index': 3, 'value': 1058679}, {'index': 6, 'value': 1073349}, {'index': 9, 'value': 2240482}, {'index': 9, 'value': 2240482}]"
三重,[1026425],"[{'index': None, 'value': None}]"
早晨,"[1008357, 1020241, 1068920, 1075495, 1090043, 1125186, 1361264, 1382838]","[{'index': 2, 'value': 1068920}, {'index': 4, 'value': 1090043}, {'index': 6, 'value': 1361264}, {'index': 7, 'value': 1382838}]"
倒霉,"[1021056, 1917972]","[{'index': 1, 'value': 1917972}, {'index': 1, 'value': 1917972}]"
IDEO,[1941558],"[{'index': None, 'value': None}]"
不死心,[1331571],"[{'index': None, 'value': None}]"
次大陆,[1032645],"[{'index': None, 'value': None}]"
拉倒,"[1009160, 1016300, 1059406, 2062200]","[{'index': 2, 'value': 1059406}, {'index': 3, 'value': 2062200}]"
博物馆,[1461903],"[{'index': None, 'value': None}]"
爆爆,[2034893],"[{'index': None, 'value': None}]"
芙蓉,[1420368],"[{'index': None, 'value': None}]"
伴侶,[1046175],"[{'index': None, 'value': None}]"
赵永健,[1057206],"[{'index': None, 'value': None}]"
骂,[1027247],"[{'index': None, 'value': None}]"
ethnic,[1003284],"[{'index': None, 'value': None}]"
頹廢,[1082518],"[{'index': None, 'value': None}]"
LIGHTNESS,[1054685],"[{'index': None, 'value': None}]"
诺曼底,"[1424373, 1848256, 1906681]","[{'index': 1, 'value': 1848256}, {'index': 2, 'value': 1906681}, {'index': 2, 'value': 1906681}]"
教化,"[1048007, 1082399, 1084336, 1201821, 1441853, 2284311, 2363651]","[{'index': 2, 'value': 1084336}, {'index': 4, 'value': 1441853}, {'index': 6, 'value': 2363651}, {'index': 6, 'value': 2363651}]"
孙仲旭,"[1015767, 2053249]","[{'index': 1, 'value': 2053249}, {'index': 1, 'value': 2053249}]"
不想,"[1001136, 1004322, 1007914, 1012242, 1070441, 1082518, 1463013, 1481362, 1596305, 1794620, 1855343, 1865089, 2062430, 3162513, 3191328]","[{'index': 3, 'value': 1012242}, {'index': 6, 'value': 1463013}, {'index': 9, 'value': 1794620}, {'index': 12, 'value': 2062430}, {'index': 14, 'value': 3191328}]"
young,"[1440089, 2082194, 2567919]","[{'index': 1, 'value': 2082194}, {'index': 2, 'value': 2567919}, {'index': 2, 'value': 2567919}]"
remember,[1457306],"[{'index': None, 'value': None}]"
find,[1140727],"[{'index': None, 'value': None}]"
老房子,"[1080687, 1459149, 1892491, 2030664]","[{'index': 2, 'value': 1892491}, {'index': 3, 'value': 2030664}]"
新作,[1063796],"[{'index': None, 'value': None}]"
解开,[1048007],"[{'index': None, 'value': None}]"
骨子里,[1330009],"[{'index': None, 'value': None}]"
八十年代,"[1006004, 1006881, 1009160, 1016300, 1026425, 1034108, 1059336, 1087758, 1227838, 1453210, 1777823, 1963310, 1970428, 2042966, 2377002, 3033668]","[{'index': 4, 'value': 1026425}, {'index': 8, 'value': 1227838}, {'index': 12, 'value': 1970428}, {'index': 15, 'value': 3033668}]"
丑态毕露,"[1029159, 1458164, 1529893, 1596305, 2008972]","[{'index': 2, 'value': 1529893}, {'index': 4, 'value': 2008972}, {'index': 4, 'value': 2008972}]"
LUCY,[2139305],"[{'index': None, 'value': None}]"
相会,[1066462],"[{'index': None, 'value': None}]"
02,"[1007928, 1009257, 1015699, 1024701, 1049189, 1054889, 1057601, 1072438, 1077528, 1228110, 2009825, 2064450, 3813669]","[{'index': 3, 'value': 1024701}, {'index': 6, 'value': 1057601}, {'index': 9, 'value': 1228110}, {'index': 12, 'value': 3813669}, {'index': 12, 'value': 3813669}]"
贫穷,"[1082138, 1921479]","[{'index': 1, 'value': 1921479}, {'index': 1, 'value': 1921479}]"
啃得,[1186392],"[{'index': None, 'value': None}]"
忍耐,"[1018153, 1022060, 1027247, 1084973, 1529893]","[{'index': 2, 'value': 1027247}, {'index': 4, 'value': 1529893}, {'index': 4, 'value': 1529893}]"
历史,"[1000280, 1000445, 1000482, 1000517, 1001204, 1001885, 1003479, 1004322, 1004821, 1004992, 1005492, 1005660, 1005918, 1006113, 1006560, 1007305, 1007433, 1008189, 1008357, 1008988, 1009931, 1009938, 1010204, 1010464, 1012032, 1012561, 1012611, 1013208, 1013502, 1014561, 1014825, 1015403, 1015699, 1016058, 1016486, 1017143, 1018136, 1019568, 1020241, 1021273, 1022060, 1022238, 1023045, 1024197, 1024217, 1025723, 1025753, 1027191, 1027247, 1029553, 1029791, 1030052, 1030153, 1032645, 1034067, 1036541, 1037602, 1040771, 1041482, 1041616, 1042434, 1043485, 1043815, 1044203, 1045466, 1045818, 1046175, 1046265, 1046492, 1047719, 1049215, 1049348, 1049361, 1049584, 1050175, 1050339, 1050349, 1051363, 1052828, 1054889, 1056295, 1056315, 1056733, 1056868, 1057206, 1059112, 1059258, 1059336, 1059537, 1060774, 1061118, 1061977, 1062134, 1062193, 1062991, 1063190, 1063624, 1064271, 1066165, 1068920, 1069885, 1070711, 1072438, 1073708, 1075495, 1075538, 1077497, 1077528, 1077847, 1078250, 1080309, 1082154, 1082334, 1082369, 1082387, 1082522, 1083474, 1083762, 1084973, 1085799, 1085860, 1088022, 1088581, 1092335, 1096790, 1161852, 1200840, 1203244, 1203426, 1212893, 1213945, 1220219, 1220853, 1223575, 1225977, 1227838, 1228110, 1255624, 1258489, 1258490, 1270508, 1277981, 1279212, 1291355, 1321017, 1321018, 1324985, 1358873, 1391191, 1394433, 1400705, 1401425, 1426971, 1427825, 1431779, 1433377, 1436713, 1438461, 1440089, 1440589, 1440885, 1448761, 1449351, 1456183, 1456524, 1463013, 1464442, 1464989, 1467022, 1467776, 1468493, 1473250, 1485225, 1489555, 1529893, 1703544, 1729284, 1762869, 1763809, 1764991, 1770782, 1777823, 1786670, 1792668, 1794202, 1794620, 1803022, 1812439, 1829836, 1851385, 1856285, 1857446, 1858410, 1858576, 1859140, 1862115, 1863930, 1867642, 1868786, 1873231, 1882933, 1883245, 1884249, 1902628, 1903968, 1907199, 1908517, 1914572, 1914636, 1915337, 1915536, 1916726, 1917078, 1926103, 1931318, 1938591, 1939182, 1941558, 1948502, 1949068, 1949121, 1949338, 1962923, 1963786, 1963912, 1964044, 1970428, 1981042, 1981355, 2033081, 2035162, 2035179, 2042063, 2042907, 2052448, 2057285, 2064450, 2081876, 2082194, 2133254, 2143304, 2143732, 2149655, 2160556, 2180619, 2201813, 2243213, 2253642, 2253753, 2256039, 2265312, 2267630, 2275502, 2284311, 2286313, 2294993, 2295324, 2309689, 2317974, 2339950, 2340300, 2348372, 2359003, 2376336, 2377012, 2380307, 2382705, 2567698, 3000997, 3009033, 3009821, 3012517, 3033668, 3066477, 3067169, 3162527, 3259440, 3274113, 3274851, 3315879, 3344676, 3369793, 3392046, 3442373, 3537590, 3577218, 3609132, 3626924, 3813669, 3860856, 3880832, 3901238, 3905366, 3995799, 4112874, 4113090, 4171951, 4238362, 4238754, 4618225, 4741216, 4742918, 4886245, 5275059, 5289756, 5317075]","[{'index': 17, 'value': 1008189}, {'index': 34, 'value': 1016486}, {'index': 51, 'value': 1030052}, {'index': 68, 'value': 1046492}, {'index': 85, 'value': 1059112}, {'index': 102, 'value': 1072438}, {'index': 119, 'value': 1085799}, {'index': 136, 'value': 1228110}, {'index': 153, 'value': 1427825}, {'index': 170, 'value': 1468493}, {'index': 187, 'value': 1812439}, {'index': 204, 'value': 1903968}, {'index': 221, 'value': 1949338}, {'index': 238, 'value': 2082194}, {'index': 255, 'value': 2294993}, {'index': 272, 'value': 3033668}, {'index': 289, 'value': 3860856}, {'index': 305, 'value': 5317075}]"
growup,"[3043491, 3323987]","[{'index': 1, 'value': 3323987}, {'index': 1, 'value': 3323987}]"
記憶,"[1050339, 1059419, 1223575, 1777823, 1859140]","[{'index': 2, 'value': 1223575}, {'index': 4, 'value': 1859140}, {'index': 4, 'value': 1859140}]"
论诗,[1058661],"[{'index': None, 'value': None}]"
进入,"[1008145, 1024217, 1027247, 1043201, 1075492, 1205370, 1400705, 1917972, 2376336, 3000997]","[{'index': 3, 'value': 1043201}, {'index': 6, 'value': 1400705}, {'index': 9, 'value': 3000997}, {'index': 9, 'value': 3000997}]"
饮食男女,[1039840],"[{'index': None, 'value': None}]"
Stephen,"[1000445, 1034279, 1034282, 1829226]","[{'index': 2, 'value': 1034282}, {'index': 3, 'value': 1829226}]"
来信,"[1017143, 1159939, 2154960]","[{'index': 1, 'value': 1159939}, {'index': 2, 'value': 2154960}, {'index': 2, 'value': 2154960}]"
快速,"[1009257, 1013129, 1013208, 1039487, 1040771, 1041007, 1059406, 1061118, 1071241, 1082334, 1083257, 1291760, 1344548, 1596305, 2008284, 3043491]","[{'index': 4, 'value': 1040771}, {'index': 8, 'value': 1071241}, {'index': 12, 'value': 1344548}, {'index': 15, 'value': 3043491}]"
belive,[1803022],"[{'index': None, 'value': None}]"
羽海野,[1418297],"[{'index': None, 'value': None}]"
Sontag,"[1020128, 2381950]","[{'index': 1, 'value': 2381950}, {'index': 1, 'value': 2381950}]"
外企,"[1433050, 1827578, 1853323, 1981355, 2256039, 2257609, 2309689, 3043491, 3323987]","[{'index': 3, 'value': 1981355}, {'index': 6, 'value': 2309689}, {'index': 8, 'value': 3323987}]"
商业模式,"[1318427, 1867642, 1919072]","[{'index': 1, 'value': 1867642}, {'index': 2, 'value': 1919072}, {'index': 2, 'value': 1919072}]"
民爱小言,[2230208],"[{'index': None, 'value': None}]"
匕首,"[1041550, 1061977]","[{'index': 1, 'value': 1061977}, {'index': 1, 'value': 1061977}]"
赠,"[1014578, 1034108, 2143304, 2336093, 2584971, 3776157, 3890174, 4010969]","[{'index': 2, 'value': 2143304}, {'index': 4, 'value': 2584971}, {'index': 6, 'value': 3890174}, {'index': 7, 'value': 4010969}]"
莫泊桑,"[1152701, 1205370, 1258498]","[{'index': 1, 'value': 1205370}, {'index': 2, 'value': 1258498}, {'index': 2, 'value': 1258498}]"
老套,"[1035848, 1495303]","[{'index': 1, 'value': 1495303}, {'index': 1, 'value': 1495303}]"
杰,[1039752],"[{'index': None, 'value': None}]"
一中,[1017143],"[{'index': None, 'value': None}]"
风筝,"[1046265, 1770782, 2143732, 2154079, 2180619]","[{'index': 2, 'value': 2143732}, {'index': 4, 'value': 2180619}, {'index': 4, 'value': 2180619}]"
♥,"[1003148, 1005521, 1007914, 1009257, 1012747, 1012802, 1013129, 1016300, 1016523, 1018153, 1019338, 1021056, 1021847, 1024217, 1026035, 1026686, 1031575, 1035614, 1036490, 1039487, 1041007, 1045247, 1048537, 1049189, 1049190, 1049354, 1056733, 1058234, 1059406, 1059419, 1059937, 1061118, 1061367, 1062235, 1063190, 1065239, 1065970, 1066462, 1070441, 1071241, 1074841, 1082518, 1083290, 1083477, 1084336, 1084919, 1139726, 1204889, 1226062, 1227838, 1312333, 1322158, 1322328, 1336968, 1346815, 1358413, 1358416, 1358873, 1361263, 1361264, 1369776, 1382829, 1382833, 1382834, 1382836, 1382838, 1382840, 1382846, 1394536, 1419736, 1424694, 1431836, 1431880, 1432596, 1436348, 1437131, 1440089, 1440345, 1441707, 1456034, 1458164, 1459149, 1464716, 1469051, 1470158, 1495303, 1529893, 1613372, 1780565, 1793713, 1796596, 1819974, 1855531, 1856285, 1887754, 1905830, 1914127, 1915536, 1919201, 1926700, 1947471, 1963310, 1965977, 1999037, 2008972, 2042241, 2062200, 2067299, 2068211, 2070844, 2071404, 2130986, 2136140, 2170629, 2250587, 2256438, 2258803, 2295163, 2297697, 2340955, 2361768, 2382705, 3014576, 3088496, 3103080, 3108829, 3111928, 3191328, 3373490, 3426869, 3598313, 3610550, 3879301, 4038164, 4242172]","[{'index': 11, 'value': 1021056}, {'index': 22, 'value': 1048537}, {'index': 33, 'value': 1062235}, {'index': 44, 'value': 1084336}, {'index': 55, 'value': 1358413}, {'index': 66, 'value': 1382840}, {'index': 77, 'value': 1440345}, {'index': 88, 'value': 1780565}, {'index': 99, 'value': 1926700}, {'index': 110, 'value': 2071404}, {'index': 121, 'value': 2382705}, {'index': 132, 'value': 3879301}, {'index': 134, 'value': 4242172}]"
阅了,"[1007305, 1007914, 1023045, 1025243, 1029791, 1032645, 1036490, 1060068, 1064682, 1065239, 1082399, 1346815, 1382829, 1391191, 1456183, 1475048, 1758767, 2008284, 2070012, 2071404, 2118032]","[{'index': 4, 'value': 1029791}, {'index': 8, 'value': 1064682}, {'index': 12, 'value': 1382829}, {'index': 16, 'value': 1758767}, {'index': 20, 'value': 2118032}, {'index': 20, 'value': 2118032}]"
Ming,[1873231],"[{'index': None, 'value': None}]"
时空,"[1000445, 1161852, 1464716, 2056749]","[{'index': 2, 'value': 1464716}, {'index': 3, 'value': 2056749}]"
总编辑,[2243692],"[{'index': None, 'value': None}]"
小鬼,[2267630],"[{'index': None, 'value': None}]"
倦,"[1004992, 1008145]","[{'index': 1, 'value': 1008145}, {'index': 1, 'value': 1008145}]"
觉知,"[1005193, 3608208]","[{'index': 1, 'value': 3608208}, {'index': 1, 'value': 3608208}]"
虐心,"[1873281, 2062200]","[{'index': 1, 'value': 2062200}, {'index': 1, 'value': 2062200}]"
是不是,"[1016300, 1062134, 3239824]","[{'index': 1, 'value': 1062134}, {'index': 2, 'value': 3239824}, {'index': 2, 'value': 3239824}]"
隨便,[1016300],"[{'index': None, 'value': None}]"
张媚秀,[1192090],"[{'index': None, 'value': None}]"
曆,[1041482],"[{'index': None, 'value': None}]"
拾伍,[1458164],"[{'index': None, 'value': None}]"
輝,[4886245],"[{'index': None, 'value': None}]"
anlee,[2275502],"[{'index': None, 'value': None}]"
弦,"[1016003, 1044203, 1047719, 1082518, 2295324]","[{'index': 2, 'value': 1047719}, {'index': 4, 'value': 2295324}, {'index': 4, 'value': 2295324}]"
妙妙,[1084336],"[{'index': None, 'value': None}]"
零散,"[1009393, 1014578, 1021056, 1022238, 1030052, 1030054, 1032547, 1045818, 1059336, 1203426, 1226062, 1262986, 1440589, 1474688, 1474773, 1529893, 1759860, 1775691, 1777823, 1794844, 1848256, 1898609, 1903968, 1915337, 1921479, 1963786, 1964044, 1981355, 2034893, 2082194, 2282081, 2359212, 3009033, 3239824, 3311009, 3333989, 3392046, 3860856, 4238362, 4872671]","[{'index': 6, 'value': 1032547}, {'index': 12, 'value': 1440589}, {'index': 18, 'value': 1777823}, {'index': 24, 'value': 1921479}, {'index': 30, 'value': 2282081}, {'index': 36, 'value': 3392046}, {'index': 39, 'value': 4872671}]"
舒好,[1004956],"[{'index': None, 'value': None}]"
不深,"[1056733, 1465324]","[{'index': 1, 'value': 1465324}, {'index': 1, 'value': 1465324}]"
大自然,"[1028409, 1865089]","[{'index': 1, 'value': 1865089}, {'index': 1, 'value': 1865089}]"
刘若英,"[1035614, 1459149, 3616310]","[{'index': 1, 'value': 1459149}, {'index': 2, 'value': 3616310}, {'index': 2, 'value': 3616310}]"
online,"[1012611, 2209098, 3259440, 4171951]","[{'index': 2, 'value': 3259440}, {'index': 3, 'value': 4171951}]"
疯,"[1025753, 1040771, 1361264]","[{'index': 1, 'value': 1040771}, {'index': 2, 'value': 1361264}, {'index': 2, 'value': 1361264}]"
不明,[1011754],"[{'index': None, 'value': None}]"
弗里德曼,[1867642],"[{'index': None, 'value': None}]"
战火纷飞,"[1082162, 1090043]","[{'index': 1, 'value': 1090043}, {'index': 1, 'value': 1090043}]"
林碧姗,[1947471],"[{'index': None, 'value': None}]"
弗拉迪米尔,[1075492],"[{'index': None, 'value': None}]"
許會,[2039490],"[{'index': None, 'value': None}]"
丽江,[1914572],"[{'index': None, 'value': None}]"
拾玖日,[1793721],"[{'index': None, 'value': None}]"
吟子,[2250587],"[{'index': None, 'value': None}]"
远离,"[1858513, 1926700]","[{'index': 1, 'value': 1926700}, {'index': 1, 'value': 1926700}]"
Girl,"[1057244, 1074841, 1080812, 1217071, 1227838, 1440089, 1926700, 2382705, 3103080]","[{'index': 3, 'value': 1217071}, {'index': 6, 'value': 1926700}, {'index': 8, 'value': 3103080}]"
STORY1001,[1440089],"[{'index': None, 'value': None}]"
LOVE,"[1006881, 1016300, 1026035, 1029791, 1046265, 1051663, 1058234, 1065970, 1068920, 1069685, 1079252, 1080370, 1084336, 1119839, 1212453, 1213546, 1482200, 2034893]","[{'index': 4, 'value': 1046265}, {'index': 8, 'value': 1068920}, {'index': 12, 'value': 1084336}, {'index': 16, 'value': 1482200}, {'index': 17, 'value': 2034893}]"
最惨,[3055316],"[{'index': None, 'value': None}]"
orwell,"[1018136, 1082387, 2035179]","[{'index': 1, 'value': 1082387}, {'index': 2, 'value': 2035179}, {'index': 2, 'value': 2035179}]"
u,"[1006004, 1040771, 1180102]","[{'index': 1, 'value': 1040771}, {'index': 2, 'value': 1180102}, {'index': 2, 'value': 1180102}]"
聊备,"[1045818, 1087758, 1092335]","[{'index': 1, 'value': 1087758}, {'index': 2, 'value': 1092335}, {'index': 2, 'value': 1092335}]"
倩丽,"[1005521, 1014278, 1017143, 1021597, 1021615, 1022060, 1026317, 1046265, 1050349, 1053759, 1058661, 1060723, 1063190, 1066462, 1070685, 1075538, 1078554, 1082162, 1082398, 1084336, 1090043, 1119839, 1125186, 1141406, 1170801, 1200840, 1312333, 1321789, 1346815, 1361264, 1422833, 1424741, 1433379, 1441869, 1465324, 1758767, 1794620, 1851385, 1856285, 1917972, 1968643, 1981647, 2053249, 2070012, 3033668, 3225748, 3326892, 3682204, 4112874]","[{'index': 7, 'value': 1046265}, {'index': 14, 'value': 1070685}, {'index': 21, 'value': 1119839}, {'index': 28, 'value': 1346815}, {'index': 35, 'value': 1758767}, {'index': 42, 'value': 2053249}, {'index': 48, 'value': 4112874}]"
倫理,[3191044],"[{'index': None, 'value': None}]"
妙风,[1919201],"[{'index': None, 'value': None}]"
翻烂,"[1009160, 1009257, 1039487, 1041007, 1071241, 1214898, 1432596, 2295163]","[{'index': 2, 'value': 1039487}, {'index': 4, 'value': 1071241}, {'index': 6, 'value': 1432596}, {'index': 7, 'value': 2295163}]"
博雅,[1035146],"[{'index': None, 'value': None}]"
温纳,[1868786],"[{'index': None, 'value': None}]"
为数不多,"[1007305, 1012489, 1028693, 1031741, 1035477, 1083428, 1141406, 1212453, 1433377, 2053249, 2267883, 3017857, 3274851, 3394338]","[{'index': 3, 'value': 1031741}, {'index': 6, 'value': 1141406}, {'index': 9, 'value': 2053249}, {'index': 12, 'value': 3274851}, {'index': 13, 'value': 3394338}]"
陰道,"[1000856, 1008189, 1011754, 1017143, 1032581, 1045201, 1051440, 1082584, 1270508, 1292227, 1310164, 1346815, 1424741, 1441853, 1456524, 1475048, 1758767, 1776683, 1780565, 1781120, 1867064, 1914636, 2081876]","[{'index': 4, 'value': 1032581}, {'index': 8, 'value': 1270508}, {'index': 12, 'value': 1424741}, {'index': 16, 'value': 1758767}, {'index': 20, 'value': 1867064}, {'index': 22, 'value': 2081876}]"
苇,[1867642],"[{'index': None, 'value': None}]"
记忆里,"[1030052, 1084336, 1424741]","[{'index': 1, 'value': 1084336}, {'index': 2, 'value': 1424741}, {'index': 2, 'value': 1424741}]"
南派,"[1948901, 2057285, 2298149, 3266344, 3800166]","[{'index': 2, 'value': 2298149}, {'index': 4, 'value': 3800166}, {'index': 4, 'value': 3800166}]"
过分,[1401425],"[{'index': None, 'value': None}]"
beloved,[1083428],"[{'index': None, 'value': None}]"
bio,"[1037602, 1059336, 1448761]","[{'index': 1, 'value': 1059336}, {'index': 2, 'value': 1448761}, {'index': 2, 'value': 1448761}]"
文字学,[3880832],"[{'index': None, 'value': None}]"
苍云,[1431779],"[{'index': None, 'value': None}]"
推理,"[1000856, 1002299, 1006646, 1009257, 1012242, 1013129, 1019431, 1026317, 1039487, 1040211, 1040771, 1041007, 1045818, 1057206, 1070851, 1071241, 1085021, 1089510, 1089512, 1089521, 1089523, 1138986, 1180102, 1180108, 1214898, 1226062, 1228110, 1255625, 1263399, 1292416, 1321017, 1321018, 1321789, 1329959, 1336330, 1364773, 1369776, 1369777, 1370274, 1388169, 1392604, 1394253, 1394364, 1401840, 1409771, 1418297, 1418707, 1419736, 1421921, 1422833, 1431779, 1432596, 1440589, 1442680, 1452923, 1456183, 1457306, 1458186, 1458188, 1458192, 1463013, 1464716, 1467333, 1467535, 1474842, 1478487, 1480630, 1485224, 1485225, 1485495, 1522230, 1731370, 1767388, 1772786, 1791390, 1805514, 1807516, 1814127, 1818347, 1827374, 1829226, 1851385, 1853785, 1855531, 1863930, 1867064, 1873268, 1873281, 1874961, 1882933, 1898609, 1903164, 1916726, 1917078, 1918720, 1921479, 1927869, 1937357, 1938591, 1939182, 1941301, 1947471, 1948901, 1949121, 1975797, 1975809, 1999037, 2032117, 2038238, 2039490, 2056749, 2057285, 2063819, 2139305, 2160556, 2201813, 2214350, 2242461, 2242467, 2253753, 2286313, 2295163, 2297697, 2297706, 2298149, 2336093, 2567698, 2584971, 3006581, 3013903, 3053207, 3055316, 3066477, 3102324, 3140801, 3162513, 3162527, 3187737, 3187750, 3211779, 3259440, 3266344, 3347997, 3615061, 3646172, 3683898, 3713327, 3800166, 3801097, 3865832, 3890174, 4009552, 4067621, 4074636, 4152754, 4171951, 4264003, 5363767, 5385852]","[{'index': 12, 'value': 1045818}, {'index': 24, 'value': 1214898}, {'index': 36, 'value': 1369776}, {'index': 48, 'value': 1421921}, {'index': 60, 'value': 1463013}, {'index': 72, 'value': 1767388}, {'index': 84, 'value': 1863930}, {'index': 96, 'value': 1927869}, {'index': 108, 'value': 2038238}, {'index': 120, 'value': 2286313}, {'index': 132, 'value': 3066477}, {'index': 144, 'value': 3646172}, {'index': 156, 'value': 4264003}, {'index': 158, 'value': 5385852}]"
赋闲在家,"[1004992, 1019568, 1032645, 1035362, 1083375, 1255598, 1281622, 1322158, 1322328, 1322342, 1330009, 1346815, 1420862, 1426971, 1438461, 1456597, 1470158, 1470159, 1547265, 1780565, 1789837, 1805514, 1807516, 1818347, 1827374, 1856285, 1873231, 1892491, 1897413, 1903164, 1937939, 1949338, 1981647, 2042907, 2052448, 2082194, 2118032, 2133556, 2253642, 2256438, 2258803, 2275502, 2567919, 3006581, 3009821]","[{'index': 6, 'value': 1281622}, {'index': 12, 'value': 1420862}, {'index': 18, 'value': 1547265}, {'index': 24, 'value': 1827374}, {'index': 30, 'value': 1937939}, {'index': 36, 'value': 2118032}, {'index': 42, 'value': 2567919}, {'index': 44, 'value': 3009821}]"
十字街,[1316648],"[{'index': None, 'value': None}]"
唐月梅,[1053759],"[{'index': None, 'value': None}]"
编程,"[1827702, 3609132]","[{'index': 1, 'value': 3609132}, {'index': 1, 'value': 3609132}]"
小宝,[2022979],"[{'index': None, 'value': None}]"
无故,"[1007433, 1023045, 1255625, 1346815, 1440885]","[{'index': 2, 'value': 1255625}, {'index': 4, 'value': 1440885}, {'index': 4, 'value': 1440885}]"
亨,[1456831],"[{'index': None, 'value': None}]"
很多遍,[1827702],"[{'index': None, 'value': None}]"
六哥,[3033668],"[{'index': None, 'value': None}]"
带有,"[1041616, 1046265, 1075492, 1086249, 1255598, 1470158]","[{'index': 2, 'value': 1075492}, {'index': 4, 'value': 1255598}, {'index': 5, 'value': 1470158}]"
詭,"[1263399, 1807516, 1874961]","[{'index': 1, 'value': 1807516}, {'index': 2, 'value': 1874961}, {'index': 2, 'value': 1874961}]"
iPodTouch,"[1015452, 1020670, 1029791, 1039752, 1046265, 1047447, 1059336, 1059419, 1827374, 1829226, 1878708, 1903968, 2034893, 2053249, 2214344, 2243213, 2250587, 2256039, 2265995, 2339950, 2348372, 3009033]","[{'index': 4, 'value': 1046265}, {'index': 8, 'value': 1827374}, {'index': 12, 'value': 2034893}, {'index': 16, 'value': 2250587}, {'index': 20, 'value': 2348372}, {'index': 21, 'value': 3009033}]"
